School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,School Percentile (1-99)
Burlington: Marshall Simonds Middle,00480303,Public School,Burlington,MA,01803,"06,07,08",Burlington,00480000,Public School District,       0,       0,       0,       0,       0,       0,       0,     271,     273,     277,       0,       0,       0,       0,       0,     821,     102,12.4,      11,1.3,      92,11.2, , ,     174,21.2,      81,9.9,5.6,11.3,4.6,73.9,0.4,0.0,4.1,53.0,46.9,     721,20.6,        834,73.4,98.6,     335,95.8,11.2,"     $31,544,308"," $101,854",    310.0,      88,      67,  76.1,  23.9,  76.1,   0.0,   0.0,"          $66,817,171.00","           3,511.7","              $19,027.02","          $74,614,292.00","           3,621.0","              $20,605.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         306,38.0,          11,1.0,         295,37.0,         426,53.0,          68,9.0,         800,494.1,32.0,         762,27.0,         386,48.0,          45,6.0,         341,43.0,         368,46.0,          48,6.0,         802,499.3,64.0,         764,49.0,
Burlington: Memorial,00480015,Public School,Burlington,MA,01803,"K,01,02,03,04,05",Burlington,00480000,Public School District,       0,      65,      70,      61,      62,      68,      60,       0,       0,       0,       0,       0,       0,       0,       0,     386,      77,19.9,      23,6.0,      51,13.2, , ,     112,29.0,      47,12.2,5.2,18.1,4.4,66.1,0.5,0.0,5.7,52.1,47.9,     179,16.1,        388,36.1,100.0,     160,100.0,10.7,"     $31,544,308"," $101,854",    310.0,      47,      46,  97.9,  10.9,  82.6,   6.5,   0.0,"          $66,817,171.00","           3,511.7","              $19,027.02","          $74,614,292.00","           3,621.0","              $20,605.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          81,44.0,           1,1.0,          80,43.0,          92,49.0,          13,7.0,         186,495.6,47.0,         121,33.0,          87,47.0,          17,9.0,          70,38.0,          79,43.0,          19,10.0,         185,498.0,51.0,         121,44.0,
Burlington: Pine Glen Elementary,00480020,Public School,Burlington,MA,01803,"K,01,02,03,04,05",Burlington,00480000,Public School District,       0,      47,      66,      39,      44,      58,      40,       0,       0,       0,       0,       0,       0,       0,       0,     294,      52,17.7,      34,11.6,      35,11.9, , ,      84,28.6,      33,11.2,3.1,16.0,6.5,70.7,0.0,0.0,3.7,45.6,54.4,     145,14.9,        289,28.5,100.0,     142,100.0,10.3,"     $31,544,308"," $101,854",    310.0,      38,      37,  97.4,   2.7,  86.5,  10.8,   0.0,"          $66,817,171.00","           3,511.7","              $19,027.02","          $74,614,292.00","           3,621.0","              $20,605.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          56,40.0,           3,2.0,          53,38.0,          73,53.0,          10,7.0,         139,497.7,18.0,          91,41.0,          75,54.0,          12,9.0,          63,46.0,          56,41.0,           7,5.0,         138,503.0,31.0,          89,66.0,
Cambridge: Amigos School,00490006,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05,06,07,08",Cambridge,00490000,Public School District,      34,      46,      47,      44,      45,      42,      34,      35,      25,      27,       0,       0,       0,       0,       0,     379,     149,39.3,      22,5.8,      45,11.9, , ,     118,31.1,      73,19.3,5.0,3.4,43.3,39.1,0.0,0.0,9.2,44.3,55.7,     199,16.9,        374,32.7,100.0,     164,89.6,11.6,"     $58,025,150","  $88,737",    654.0,      45,      41,  91.1,   7.3,  87.8,   4.9,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         151,74.0,          39,19.0,         112,55.0,          47,23.0,           5,2.0,         203,512.1,58.0,         150,94.0,         131,64.0,          34,17.0,          97,48.0,          61,30.0,          12,6.0,         204,508.1,52.0,         148,84.0,
Cambridge: Cambridge Rindge and Latin,00490506,Public School,Cambridge,MA,02138,"09,10,11,12",Cambridge,00490000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     491,     511,     490,     462,       2,"   1,956",     504,25.8,     105,5.4,     325,16.6, , ,     792,40.5,     535,27.4,30.3,11.9,13.5,38.9,0.6,0.2,4.7,51.8,48.2,"   1,037",15.5,"      2,027",178.4,99.2,     717,92.5,11.0,"     $58,025,150","  $88,737",    654.0,     232,     191,  82.3,  28.3,  66.0,   5.2,   0.5,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",       482,91.7,5.0,0.8,0.0,2.5,0.0,"   1,954",24.0,1.2,454.0,342.0,75.3,0.0,43.4,10.4,21.6,10.1,3.3,15.4,65.0,454.0,438.0,96.5,     393,     675,205.0,121.0,48.0,14.0,5.0,32.0,91.0,120.0,186.0,246.0,18.2,81.8,538.0,570.0,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
Cambridge: Cambridge Street Upper School,00490305,Public School,Cambridge,MA,02141,"06,07,08",Cambridge,00490000,Public School District,       0,       0,       0,       0,       0,       0,       0,      87,      91,      83,       0,       0,       0,       0,       0,     261,      63,24.1,       9,3.4,      73,28.0, , ,     132,50.6,      87,33.3,30.3,9.6,17.6,35.2,1.1,0.4,5.7,49.8,50.2,     144,18.9,        271,29.7,100.0,     112,97.3,8.8,"     $58,025,150","  $88,737",    654.0,      38,      23,  60.5,  26.1,  56.5,  17.4,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         121,49.0,          26,11.0,          95,39.0,          98,40.0,          26,11.0,         245,500.8,50.0,         221,56.0,          89,36.0,          25,10.0,          64,26.0,         106,43.0,          49,20.0,         244,494.3,35.0,         219,30.0,
Cambridge: Cambridgeport,00490007,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      53,      52,      44,      44,      42,      41,      35,       0,       0,       0,       0,       0,       0,       0,       0,     311,      52,16.7,      16,5.1,      48,15.4, , ,     124,39.9,      86,27.7,19.9,8.0,10.0,54.0,0.0,0.0,8.0,55.0,45.0,     127,16.8,        307,22.8,100.0,     111,100.0,13.6,"     $58,025,150","  $88,737",    654.0,      39,      37,  94.9,  13.5,  78.4,   8.1,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          71,68.0,          25,24.0,          46,44.0,          30,29.0,           4,4.0,         105,512.0,75.0,          61,94.0,          59,56.0,          12,11.0,          47,44.0,          39,37.0,           8,8.0,         106,502.1,54.0,          61,62.0,
Cambridge: Fletcher/Maynard Academy,00490090,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      50,      41,      40,      34,      37,      38,      20,       0,       0,       0,       0,       0,       0,       0,       0,     260,      61,23.5,      29,11.2,      71,27.3, , ,     167,64.2,     113,43.5,49.6,8.8,15.4,20.4,0.4,0.0,5.4,51.5,48.5,     217,11.6,        277,29.9,100.0,     201,96.5,8.7,"     $58,025,150","  $88,737",    654.0,      45,      39,  86.7,  23.1,  76.9,   0.0,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          45,48.0,           7,7.0,          38,40.0,          32,34.0,          17,18.0,          94,500.6,50.0,          41,55.0,          41,44.0,           9,10.0,          32,34.0,          36,38.0,          17,18.0,          94,500.1,44.0,          41,53.0,
Cambridge: Graham and Parks,00490080,Public School,Cambridge,MA,02138,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      35,      55,      54,      63,      60,      75,      50,       0,       0,       0,       0,       0,       0,       0,       0,     392,     198,50.5,     143,36.5,      71,18.1, , ,     237,60.5,      90,23.0,18.9,20.9,5.9,49.2,0.0,0.0,5.1,51.0,49.0,     183,15.0,        404,30.2,100.0,     159,96.2,13.0,"     $58,025,150","  $88,737",    654.0,      40,      33,  82.5,  33.3,  60.6,   3.0,   3.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          61,44.0,          14,10.0,          47,34.0,          62,44.0,          17,12.0,         140,496.0,41.5,          76,35.0,          70,50.0,          13,9.0,          57,41.0,          49,35.0,          20,14.0,         139,499.7,50.0,          74,52.0,
Cambridge: Haggerty,00490020,Public School,Cambridge,MA,02138,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      25,      51,      41,      39,      37,      32,      28,       0,       0,       0,       0,       0,       0,       0,       0,     253,      77,30.4,      19,7.5,      46,18.2, , ,     108,42.7,      63,24.9,22.5,13.4,6.3,46.2,0.0,0.0,11.5,49.8,50.2,     127,13.6,        248,25.1,100.0,     109,100.0,10.1,"     $58,025,150","  $88,737",    654.0,      37,      35,  94.6,  11.4,  82.9,   2.9,   2.9,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          35,37.0,           3,3.0,          32,34.0,          55,59.0,           4,4.0,          94,496.0,52.0,          58,35.0,          30,32.0,           5,5.0,          25,27.0,          51,54.0,          13,14.0,          94,492.7,61.5,          58,26.0,
Cambridge: John M Tobin,00490065,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      93,      39,      39,      40,      29,      30,      21,       0,       0,       0,       0,       0,       0,       0,       0,     291,      88,30.2,       8,2.7,      47,16.2, , ,     116,39.9,      77,26.5,25.1,15.1,11.0,38.5,0.7,0.0,9.6,50.9,49.1,     218,9.0,        289,21.9,100.0,     175,100.0,13.3,"     $58,025,150","  $88,737",    654.0,      32,      31,  96.9,  38.7,  61.3,   0.0,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          55,69.0,           9,11.0,          46,58.0,          24,30.0,           1,1.0,          80,508.4,40.0,          49,84.0,          49,62.0,           9,11.0,          40,51.0,          30,38.0,           0,0.0,          79,508.1,39.0,          49,84.0,
Cambridge: Kennedy-Longfellow,00490040,Public School,Cambridge,MA,02141,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      45,      42,      45,      51,      28,      32,      23,       0,       0,       0,       0,       0,       0,       0,       0,     266,     104,39.1,      68,25.6,      38,14.3, , ,     166,62.4,      95,35.7,18.4,19.9,17.7,37.2,0.0,0.0,6.8,52.3,47.7,     145,14.3,        285,28.5,97.2,     122,95.9,9.3,"     $58,025,150","  $88,737",    654.0,      39,      38,  97.4,  23.7,  76.3,   0.0,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          21,31.0,           3,4.0,          18,27.0,          36,54.0,          10,15.0,          67,491.6,42.0,          39,20.0,          19,28.0,           3,4.0,          16,24.0,          40,60.0,           8,12.0,          67,491.9,35.5,          38,23.0,
Cambridge: King Open,00490035,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      30,      56,      51,      50,      48,      46,      44,       0,       0,       0,       0,       0,       0,       0,       0,     325,      75,23.1,      19,5.8,      86,26.5, , ,     152,46.8,      89,27.4,18.2,8.9,16.6,45.8,0.3,0.0,10.2,52.6,47.4,     211,12.1,        326,35.5,100.0,     200,99.0,9.2,"     $58,025,150","  $88,737",    654.0,      50,      44,  88.0,  11.4,  88.6,   0.0,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          70,54.0,          13,10.0,          57,44.0,          44,34.0,          15,12.0,         129,502.8,60.0,          69,64.0,          61,47.0,          14,11.0,          47,36.0,          54,42.0,          14,11.0,         129,501.5,50.0,          69,60.0,
Cambridge: Maria L. Baldwin,00490005,Public School,Cambridge,MA,02138,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      62,      64,      50,      56,      43,      44,      37,       0,       0,       0,       0,       0,       0,       0,       0,     356,      74,20.8,      16,4.5,      76,21.3, , ,     131,36.8,      83,23.3,17.4,9.6,12.9,48.6,0.3,0.0,11.2,48.9,51.1,     179,15.2,        349,30.3,100.0,     164,100.0,11.7,"     $58,025,150","  $88,737",    654.0,      42,      27,  64.3,  11.1,  74.1,  11.1,   3.7,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          66,55.0,          22,18.0,          44,37.0,          41,34.0,          12,10.0,         119,504.2,55.5,          74,69.0,          65,55.0,          13,11.0,          52,44.0,          37,31.0,          17,14.0,         119,501.7,61.0,          74,61.0,
Cambridge: Martin Luther King Jr.,00490030,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      47,      51,      51,      50,      44,      43,      31,       0,       0,       0,       0,       0,       0,       0,       0,     317,     101,31.9,      21,6.6,      48,15.1, , ,     122,38.5,      81,25.6,26.2,22.4,6.6,27.4,0.0,0.0,17.4,50.5,49.5,     178,14.2,        298,26.9,90.1,     158,88.6,11.8,"     $58,025,150","  $88,737",    654.0,      42,      42, 100.0,   7.1,  83.3,   7.1,   2.4,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          70,67.0,          23,22.0,          47,45.0,          33,31.0,           2,2.0,         105,511.5,66.0,          62,93.0,          71,68.0,          21,20.0,          50,48.0,          27,26.0,           7,7.0,         105,510.7,55.0,          63,90.0,
Cambridge: Morse,00490045,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      48,      51,      43,      42,      38,      43,      41,       0,       0,       0,       0,       0,       0,       0,       0,     306,      64,20.9,      21,6.9,      86,28.1, , ,     161,52.6,     115,37.6,23.2,13.1,10.8,41.5,0.7,0.3,10.5,52.9,47.1,     185,13.3,        318,31.5,100.0,     160,100.0,9.7,"     $58,025,150","  $88,737",    654.0,      40,      37,  92.5,  32.4,  62.2,   5.4,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          56,49.0,          11,10.0,          45,39.0,          42,37.0,          17,15.0,         115,501.9,45.5,          68,60.0,          57,50.0,           9,8.0,          48,42.0,          41,36.0,          16,14.0,         114,501.4,60.0,          68,59.0,
Cambridge: Peabody,00490050,Public School,Cambridge,MA,02140,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      48,      49,      45,      44,      44,      41,      45,       0,       0,       0,       0,       0,       0,       0,       0,     316,      67,21.2,      13,4.1,      70,22.2, , ,     131,41.5,      77,24.4,24.4,12.3,6.6,49.1,0.0,0.0,7.6,47.8,52.2,     121,19.5,        322,26.2,100.0,     102,100.0,12.1,"     $58,025,150","  $88,737",    654.0,      33,      18,  54.5,  33.3,  66.7,   0.0,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          72,56.0,          12,9.0,          60,47.0,          52,40.0,           5,4.0,         129,503.8,28.0,          85,67.0,          67,52.0,          10,8.0,          57,44.0,          55,43.0,           7,5.0,         129,501.4,27.5,          84,59.0,
Cambridge: Putnam Avenue Upper School,00490310,Public School,Cambridge,MA,02139,"06,07,08",Cambridge,00490000,Public School District,       0,       0,       0,       0,       0,       0,       0,      89,      95,      78,       0,       0,       0,       0,       0,     262,      56,21.4,       3,1.1,      68,26.0, , ,     144,55.0,     109,41.6,35.9,10.7,17.6,25.6,0.4,1.1,8.8,47.7,52.3,     150,19.0,        273,30.4,94.0,     104,91.3,8.6,"     $58,025,150","  $88,737",    654.0,      37,      35,  94.6,  11.4,  77.1,   8.6,   2.9,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         104,41.0,          15,6.0,          89,35.0,         114,45.0,          38,15.0,         256,495.0,49.0,         234,31.0,          81,32.0,          11,4.0,          70,27.0,         128,50.0,          47,18.0,         256,491.5,38.0,         233,22.0,
Cambridge: Rindge Avenue Upper School,00490315,Public School,Cambridge,MA,02140,"06,07,08",Cambridge,00490000,Public School District,       0,       0,       0,       0,       0,       0,       0,      96,      94,      85,       0,       0,       0,       0,       0,     275,      46,16.7,       4,1.5,      73,26.5, , ,     118,42.9,      77,28.0,30.9,9.8,10.5,40.0,0.7,0.4,7.6,52.7,47.3,     139,21.1,        281,28.6,100.0,     105,96.2,9.6,"     $58,025,150","  $88,737",    654.0,      38,      34,  89.5,  11.8,  85.3,   2.9,   0.0,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         172,65.0,          54,20.0,         118,45.0,          74,28.0,          18,7.0,         264,508.0,53.5,         252,83.0,         164,62.0,          32,12.0,         132,50.0,          82,31.0,          18,7.0,         264,506.3,47.5,         252,78.0,
