School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Fairhaven: Hastings Middle,00940305,Public School,Fairhaven,MA,02719,"06,07,08",Fairhaven,00940000,Public School District,       0,       0,       0,       0,       0,       0,       0,     144,     142,     153,       0,       0,       0,       0,       0,     439,      16,   3.6,       4,   0.9,      48,  10.9,     153,  34.9,     113,  25.7,   0.7,   2.7,   4.6,  90.0,   0.5,   0.0,   1.6,  52.2,  47.8,     291,17.0,        443,32.9,100.0,     147,100.0,  13.4 to 1,"      $9,523,958","  $67,165",    142.0,42.0,41.0,97.6,   0.0,  92.7,   7.3,   0.0,"          $23,331,611.00","           2,023.8","              $11,528.62","          $25,338,743.00","           2,071.3","              $12,233.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0
Fairhaven: Leroy Wood,00940030,Public School,Fairhaven,MA,02719,"PK,K,01,02,03,04,05",Fairhaven,00940000,Public School District,       0,      82,      87,      78,      90,      87,      93,       0,       0,       0,       0,       0,       0,       0,       0,     517,      22,   4.3,      14,   2.7,      57,  11.0,     190,  36.8,     144,  27.9,   1.7,   2.7,   6.0,  85.1,   0.4,   0.0,   4.1,  48.2,  51.8,     220,21.6,        521,32.1,100.0,     192,100.0,  16.1 to 1,"      $9,523,958","  $67,165",    142.0,37.0,35.0,94.6,  17.1,  62.9,  20.0,   0.0,"          $23,331,611.00","           2,023.8","              $11,528.62","          $25,338,743.00","           2,071.3","              $12,233.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
Fall River: B M C Durfee High,00950505,Public School,Fall River,MA,02720,"09,10,11,12",Fall River,00950000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     589,     560,     537,     525,       0,"   2,211",     596,  27.0,     187,   8.5,     386,  17.5,"   1,375",  62.2,"   1,125",  50.9,   8.9,   5.1,  22.0,  60.4,   0.3,   0.1,   3.2,  50.6,  49.4,     970,16.5,"      2,148",165.5,95.8,     732,91.7,  13.4 to 1,"     $49,756,821","  $69,591",    715.0,218.0,191.0,87.6,   4.2,  67.5,  28.3,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",       553,79.2,1.6,5.4,1.1,12.7,0.0,"   2,211",54.0,2.4,440.0,264.0,60.0,0.4,15.5,47.0,36.7,45.5,12.5,16.3,440.0,338.0,76.8,     307,     538,158.0,78.0,60.0,11.0,0.0,114.0,145.0,152.0,95.0,32.0,48.1,51.9,219.0,495.0,477.0,9.0
Fall River: Carlton M. Viveiros Elementary School,00950009,Public School,Fall River,MA,02724,"K,01,02,03,04,05",Fall River,00950000,Public School District,       0,     124,     130,     113,     143,      86,      80,       0,       0,       0,       0,       0,       0,       0,       0,     676,      85,  12.6,      38,   5.6,     110,  16.3,     519,  76.8,     474,  70.1,   7.0,   3.0,  27.2,  51.6,   0.1,   0.0,  11.1,  52.4,  47.6,     272,21.2,        721,44.4,88.7,     200,94.0,  15.2 to 1,"     $49,756,821","  $69,591",    715.0,57.0,51.0,89.5,  11.8,  74.5,  11.8,   2.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
Fall River: Early Learning Center,00950001,Public School,Fall River,MA,02721,PK,Fall River,00950000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $49,756,821","  $69,591",    715.0,,,,,,,,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Henry Lord Community School,00950017,Public School,Fall River,MA,02721,"PK,K,01,02,03,04,05,06,07,08",Fall River,00950000,Public School District,      28,      73,      69,      78,      47,      47,      50,      70,      68,       0,       0,       0,       0,       0,       0,     530,      93,  17.5,      64,  12.1,     114,  21.5,     431,  81.3,     359,  67.7,   9.1,   6.0,  28.9,  47.0,   0.2,   0.0,   8.9,  52.1,  47.9,     237,17.8,        531,36.4,89.0,     186,91.9,  14.6 to 1,"     $49,756,821","  $69,591",    715.0,46.0,39.0,84.8,   0.0,  61.5,  38.5,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: James Tansey,00950140,Public School,Fall River,MA,02720,"K,01,02,03,04,05",Fall River,00950000,Public School District,       0,      51,      49,      60,      52,      41,      49,       0,       0,       0,       0,       0,       0,       0,       0,     302,      11,   3.6,       2,   0.7,      34,  11.3,     133,  44.0,     111,  36.8,   1.0,   2.3,  10.3,  78.8,   0.0,   0.0,   7.6,  48.0,  52.0,      96,25.3,        303,15.5,100.0,      78,100.0,  19.5 to 1,"     $49,756,821","  $69,591",    715.0,26.0,19.0,73.1,   5.3,  89.5,   5.3,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
Fall River: John J Doran,00950045,Public School,Fall River,MA,02721,"PK,K,01,02,03,04,05,06,07,08",Fall River,00950000,Public School District,      20,      59,      56,      63,      67,      67,      71,      54,      58,      42,       0,       0,       0,       0,       0,     557,     135,  24.2,      78,  14.0,     112,  20.1,     449,  80.6,     381,  68.4,   7.5,   2.0,  26.2,  55.1,   0.4,   0.0,   8.8,  52.4,  47.6,     178,24.0,        555,38.4,94.3,     139,95.0,  14.5 to 1,"     $49,756,821","  $69,591",    715.0,50.0,40.0,80.0,   0.0,  72.5,  27.5,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
Fall River: Letourneau Elementary School,00950013,Public School,Fall River,MA,02721,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,      31,      90,      98,     108,     105,      74,      93,       0,       0,       0,       0,       0,       0,       0,       0,     599,     247,  41.2,     206,  34.4,      74,  12.4,     478,  79.8,     388,  64.8,   7.0,   2.8,  37.9,  46.6,   0.3,   0.0,   5.3,  53.9,  46.1,     220,21.9,        606,36.1,92.5,     168,95.2,  16.6 to 1,"     $49,756,821","  $69,591",    715.0,53.0,47.0,88.7,   0.0,  68.1,  31.9,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
Fall River: Mary Fonseca Elementary School,00950011,Public School,Fall River,MA,02720,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,       0,     118,     120,     141,     115,     118,     113,       0,       0,       0,       0,       0,       0,       0,       0,     725,     147,  20.3,     105,  14.5,      78,  10.8,     588,  81.1,     544,  75.0,   9.2,   5.2,  31.0,  44.3,   0.1,   0.0,  10.1,  49.1,  50.9,     248,23.6,        732,39.3,97.5,     186,100.0,  18.5 to 1,"     $49,756,821","  $69,591",    715.0,60.0,52.0,86.7,   1.9,  80.8,  13.5,   3.8,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Fall River: Matthew J Kuss Middle,00950320,Public School,Fall River,MA,02724,"06,07,08",Fall River,00950000,Public School District,       0,       0,       0,       0,       0,       0,       0,     250,     233,     242,       0,       0,       0,       0,       0,     725,     132,  18.2,      24,   3.3,     141,  19.4,     438,  60.4,     364,  50.2,   5.2,   3.9,  21.1,  65.5,   0.3,   0.1,   3.9,  47.6,  52.4,     285,22.4,        736,54.4,100.0,     231,99.6,  13.3 to 1,"     $49,756,821","  $69,591",    715.0,67.0,59.0,88.1,   8.5,  71.2,  18.6,   1.7,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
Fall River: Morton Middle,00950315,Public School,Fall River,MA,02720,"06,07,08",Fall River,00950000,Public School District,       0,       0,       0,       0,       0,       0,       0,     193,     201,     217,       0,       0,       0,       0,       0,     611,      97,  15.9,      23,   3.8,     144,  23.6,     402,  65.8,     330,  54.0,   6.2,   3.6,  19.6,  63.7,   0.3,   0.3,   6.2,  55.0,  45.0,     267,21.2,        632,48.0,95.8,     200,91.5,  12.7 to 1,"     $49,756,821","  $69,591",    715.0,64.0,55.0,85.9,   3.6,  72.7,  23.6,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
Fall River: North End Elementary,00950005,Public School,Fall River,MA,02720,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,      56,      98,     119,     122,     111,     120,     132,       0,       0,       0,       0,       0,       0,       0,       0,     758,      86,  11.3,      42,   5.5,     145,  19.1,     464,  61.2,     381,  50.3,   6.3,   3.3,  17.0,  64.5,   0.0,   0.1,   8.7,  53.6,  46.4,     268,23.1,        784,45.6,97.8,     204,95.6,  16.6 to 1,"     $49,756,821","  $69,591",    715.0,60.0,57.0,95.0,   5.3,  84.2,  10.5,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
Fall River: Resiliency Preparatory Academy,00950525,Public School,Fall River,MA,02720,"07,08,09,10,11,12",Fall River,00950000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $49,756,821","  $69,591",    715.0,,,,,,,,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Samuel Watson,00950145,Public School,Fall River,MA,02723,"K,01,02,03,04,05",Fall River,00950000,Public School District,       0,      50,      48,      57,      41,      40,      55,       0,       0,       0,       0,       0,       0,       0,       0,     291,      36,  12.4,      24,   8.2,      30,  10.3,     218,  74.9,     206,  70.8,   8.9,   2.1,  26.1,  52.2,   0.7,   0.0,  10.0,  47.8,  52.2,     104,22.6,        294,17.0,91.2,      78,94.9,  17.1 to 1,"     $49,756,821","  $69,591",    715.0,28.0,23.0,82.1,   4.3,  73.9,  21.7,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
Fall River: Spencer Borden,00950130,Public School,Fall River,MA,02720,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,      12,      86,      85,      96,     101,      80,      90,       0,       0,       0,       0,       0,       0,       0,       0,     550,      50,   9.1,      21,   3.8,     117,  21.3,     335,  60.9,     287,  52.2,   5.3,   5.3,  14.7,  67.8,   0.2,   0.0,   6.7,  56.4,  43.6,     221,20.1,        558,36.5,90.4,     168,95.2,  15.1 to 1,"     $49,756,821","  $69,591",    715.0,53.0,46.0,86.8,   6.5,  76.1,  15.2,   2.2,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
Fall River: Stone PK-12 School,00950340,Public School,Fall River,MA,02720,"K,01,02,03,04,05,06,07,08,09,10,11,12",Fall River,00950000,Public School District,       0,       0,       1,       0,       0,       3,       3,       8,       9,      11,       0,       0,       0,       0,       0,      35,       4,  11.4,       1,   2.9,      34,  97.1,      34,  97.1,      21,  60.0,  20.0,   0.0,  22.9,  42.9,   0.0,   0.0,  14.3,  82.9,  17.1,      58,5.5,         41,11.7,88.0,      58,91.4,   3.0 to 1,"     $49,756,821","  $69,591",    715.0,18.0,14.0,77.8,   7.1,  57.1,  35.7,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Fall River: Talbot Innovation School,00950305,Public School,Fall River,MA,02723,"06,07,08",Fall River,00950000,Public School District,       0,       0,       0,       0,       0,       0,       0,     169,     201,     203,       0,       0,       0,       0,       0,     573,     181,  31.6,      85,  14.8,     129,  22.5,     443,  77.3,     360,  62.8,   7.2,   7.0,  26.4,  53.9,   0.3,   0.0,   5.2,  49.7,  50.3,     348,15.0,        598,54.0,96.8,     300,88.0,  10.6 to 1,"     $49,756,821","  $69,591",    715.0,69.0,42.0,60.9,   0.0,  85.7,  14.3,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
Fall River: William S Greene,00950065,Public School,Fall River,MA,02721,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,      22,     109,     119,     109,     113,     142,     140,       0,       0,       0,       0,       0,       0,       0,       0,     754,     103,  13.7,      59,   7.8,     119,  15.8,     548,  72.7,     490,  65.0,   5.8,   5.3,  19.4,  61.9,   0.1,   0.0,   7.4,  51.5,  48.5,     276,22.0,        766,44.3,95.5,     210,84.3,  17.0 to 1,"     $49,756,821","  $69,591",    715.0,59.0,48.0,81.4,  14.6,  60.4,  25.0,   0.0,"         $145,859,040.00","          10,116.8","              $14,417.51","         $169,647,442.00","          11,592.7","              $14,633.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
Falmouth: East Falmouth Elementary,00960005,Public School,East Falmouth,MA,02536,"PK,K,01,02,03,04",Falmouth,00960000,Public School District,      85,      50,      52,      63,      49,      49,       0,       0,       0,       0,       0,       0,       0,       0,       0,     348,       9,   2.6,       2,   0.6,      83,  23.9,     173,  49.7,     119,  34.2,   6.6,   1.1,   2.9,  81.6,   1.7,   0.0,   6.0,  53.4,  46.6,      88,16.4,        378,31.3,100.0,     116,100.0,  11.1 to 1,"     $22,388,260","  $74,775",    299.0,38.0,38.0,100.0,  18.4,  81.6,   0.0,   0.0,"          $55,214,262.00","           3,518.9","              $15,690.77","          $60,597,766.00","           3,678.5","              $16,473.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
Falmouth: Falmouth High,00960505,Public School,Falmouth,MA,02540,"09,10,11,12",Falmouth,00960000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     223,     230,     233,     176,       5,     867,      65,   7.5,      13,   1.5,     163,  18.8,     315,  36.3,     186,  21.5,   4.7,   3.6,   3.2,  82.1,   1.7,   0.1,   4.5,  50.2,  49.8,     686,14.4,        869,69.6,99.4,     490,100.0,  12.5 to 1,"     $22,388,260","  $74,775",    299.0,82.0,82.0,100.0,  23.2,  73.2,   2.4,   1.2,"          $55,214,262.00","           3,518.9","              $15,690.77","          $60,597,766.00","           3,678.5","              $16,473.50",       203,87.7,3.0,0.0,3.9,5.4,0.0,     862,18.0,2.1,182.0,146.0,80.2,0.0,40.4,24.7,34.9,24.7,11.6,7.5,182.0,127.0,69.8,     117,     238,50.0,32.0,21.0,10.0,4.0,22.0,33.0,66.0,60.0,57.0,23.1,76.9,149.0,518.0,540.0,61.0
Falmouth: Lawrence,00960405,Public School,Falmouth,MA,02540,"07,08",Falmouth,00960000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     280,     290,       0,       0,       0,       0,       0,     570,      36,   6.3,       8,   1.4,     108,  18.9,     209,  36.7,     133,  23.3,   4.4,   2.6,   3.2,  82.8,   0.9,   0.0,   6.1,  49.6,  50.4,     366,17.5,        574,49.8,100.0,     236,100.0,  11.4 to 1,"     $22,388,260","  $74,775",    299.0,60.0,60.0,100.0,  11.7,  86.7,   1.7,   0.0,"          $55,214,262.00","           3,518.9","              $15,690.77","          $60,597,766.00","           3,678.5","              $16,473.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
Falmouth: Morse Pond School,00960305,Public School,Falmouth,MA,02540,"05,06",Falmouth,00960000,Public School District,       0,       0,       0,       0,       0,       0,     317,     296,       0,       0,       0,       0,       0,       0,       0,     613,      35,   5.7,      12,   2.0,     116,  18.9,     223,  36.4,     133,  21.7,   4.9,   2.0,   4.9,  81.9,   0.7,   0.2,   5.5,  51.2,  48.8,     225,30.8,        615,46.9,100.0,     125,100.0,  13.1 to 1,"     $22,388,260","  $74,775",    299.0,53.0,53.0,100.0,   5.7,  92.5,   1.9,   0.0,"          $55,214,262.00","           3,518.9","              $15,690.77","          $60,597,766.00","           3,678.5","              $16,473.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
Falmouth: Mullen-Hall,00960020,Public School,Falmouth,MA,02540,"K,01,02,03,04",Falmouth,00960000,Public School District,       0,      88,     104,      92,     103,      86,       0,       0,       0,       0,       0,       0,       0,       0,       0,     473,      38,   8.0,      22,   4.7,      66,  14.0,     187,  39.5,     123,  26.0,   3.0,   3.6,   5.3,  81.2,   1.1,   0.0,   5.9,  53.1,  46.9,     130,18.2,        472,40.0,97.5,     178,97.2,  11.8 to 1,"     $22,388,260","  $74,775",    299.0,46.0,45.0,97.8,   6.7,  91.1,   2.2,   0.0,"          $55,214,262.00","           3,518.9","              $15,690.77","          $60,597,766.00","           3,678.5","              $16,473.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
Falmouth: North Falmouth Elementary,00960030,Public School,North Falmouth,MA,02556,"K,01,02,03,04",Falmouth,00960000,Public School District,       0,      57,      73,      68,      68,      65,       0,       0,       0,       0,       0,       0,       0,       0,       0,     331,      21,   6.3,      16,   4.8,      44,  13.3,     102,  30.8,      60,  18.1,   2.4,   1.5,   5.7,  84.9,   0.3,   0.0,   5.1,  47.1,  52.9,      90,18.3,        329,28.9,100.0,     126,100.0,  11.4 to 1,"     $22,388,260","  $74,775",    299.0,34.0,34.0,100.0,   8.8,  91.2,   0.0,   0.0,"          $55,214,262.00","           3,518.9","              $15,690.77","          $60,597,766.00","           3,678.5","              $16,473.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
Falmouth: Teaticket,00960015,Public School,East Falmouth,MA,02536,"PK,K,01,02,03,04",Falmouth,00960000,Public School District,      14,      65,      58,      47,      59,      70,       0,       0,       0,       0,       0,       0,       0,       0,       0,     313,      19,   6.1,       9,   2.9,      45,  14.4,     147,  47.0,     116,  37.1,   5.8,   2.2,   6.4,  78.0,   1.6,   0.0,   6.1,  54.6,  45.4,      97,15.7,        317,30.2,100.0,     137,100.0,  10.4 to 1,"     $22,388,260","  $74,775",    299.0,37.0,37.0,100.0,-,-,-,-,"          $55,214,262.00","           3,518.9","              $15,690.77","          $60,597,766.00","           3,678.5","              $16,473.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
