School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced
Belmont: Winthrop L Chenery Middle,00260305,Public School,Belmont,MA,02478,"05,06,07,08",Belmont,00260000,Public School District,       0,       0,       0,       0,       0,       0,     387,     385,     359,     358,       0,       0,       0,       0,       0,"   1,489",     415,27.9,      69,4.6,     160,10.7,     387,26.0,     104,7.0,3.1,20.3,4.8,64.6,0.1,0.1,6.9,50.8,49.2,0.0,     679,22.6,"      1,515",89.9,100.0,  16.6 to 1,91.1,96.7,97.9,"     $27,455,202","  $96,334",    285.0,     109,     108,  99.1,   0.9,  98.1,   0.9,   0.0,"          $65,303,313.00","           4,717.1","              $13,843.95","          $73,554,813.00","           4,813.8","              $15,279.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Banneker Charter Public (District): Benjamin Banneker Charter Public School,04200205,Charter School,Cambridge,MA,02140,"PK,K,01,02,03,04,05,06",Benjamin Banneker Charter Public (District),04200000,Charter District,      23,      46,      45,      51,      48,      45,      40,      38,       0,       0,       0,       0,       0,       0,       0,     336,      88,26.2,      17,5.1,      50,14.9,     195,58.0,     165,49.1,82.4,0.9,9.5,2.4,0.3,0.6,3.9,47.3,52.7,0.0,      65,22.1,        337,19.0,94.7,  17.7 to 1,73.7,94.7,94.7,"      $1,548,205","  $81,484",     19.0,      19,      18,  94.7,  16.7,  83.3,   0.0,   0.0,"           $8,098,949.36",             335.8,"              $24,121.25","           $8,098,949.36",             335.8,"              $24,121.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Franklin Classical Charter Public (District): Benjamin Franklin Classical Charter Public School,04470205,Charter School,Franklin,MA,02038,"K,01,02,03,04,05,06,07,08",Benjamin Franklin Classical Charter Public (District),04470000,Charter District,       0,      92,      92,      92,      92,      92,      92,      52,      52,      52,       0,       0,       0,       0,       0,     708,     143,20.2,      47,6.6,      87,12.3,     204,28.8,      71,10.0,3.2,20.5,4.9,66.2,0.4,0.0,4.7,49.3,50.7,0.0,     225,24.5,        708,56.0,85.7,  12.6 to 1,51.8,91.1,78.6,"      $3,707,371","  $68,655",     54.0,,,,,,,,"          $11,335,463.69",             708.6,"              $15,996.31","          $11,335,463.69",             708.6,"              $15,996.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkley: Berkley Community School,00270010,Public School,Berkley,MA,02779,"PK,K,01,02,03,04",Berkley,00270000,Public School District,      61,      96,      85,      80,     102,      98,       0,       0,       0,       0,       0,       0,       0,       0,       0,     522,       6,1.1,       6,1.1,      79,15.1,     165,31.6,     109,20.9,0.6,0.6,1.3,92.9,0.2,0.2,4.2,51.1,48.9,0.0,     135,22.0,        525,34.8,100.0,  15.0 to 1,88.5,100.0,100.0,"      $4,565,839","  $72,704",     62.8,      41,       7,  17.1,-,-,-,-,"          $10,972,012.00",             918.5,"              $11,945.58","          $11,396,394.00",             931.0,"              $12,241.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkley: Berkley Middle School,00270305,Public School,Berkley,MA,02779,"05,06,07,08",Berkley,00270000,Public School District,       0,       0,       0,       0,       0,       0,      88,     114,      97,      94,       0,       0,       0,       0,       0,     393,       2,0.5,       2,0.5,      62,15.8,     106,27.0,      60,15.3,0.5,0.0,2.8,93.4,0.0,0.0,3.3,51.1,48.9,0.0,     190,18.6,        394,28.0,100.0,  14.0 to 1,85.7,92.9,96.4,"      $4,565,839","  $72,704",     62.8,      32,       4,  12.5,-,-,-,-,"          $10,972,012.00",             918.5,"              $11,945.58","          $11,396,394.00",             931.0,"              $12,241.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkshire Arts and Technology Charter Public (District): Berkshire Arts and Technology Charter Public School,04140305,Charter School,Adams,MA,01220,"06,07,08,09,10,11,12",Berkshire Arts and Technology Charter Public (District),04140000,Charter District,       0,       0,       0,       0,       0,       0,       0,      72,      64,      68,      52,      53,      36,      27,       0,     372,       5,1.3,       3,0.8,      77,20.7,     206,55.4,     167,44.9,11.8,2.7,10.5,69.9,0.3,0.0,4.8,54.8,44.9,0.3,     149,18.6,        366,36.8,51.9,  10.1 to 1,55.2,84.4,26.8,"      $1,816,057","  $48,651",     37.3,,,,,,,,"           $6,507,994.34",             364.4,"              $17,860.95","           $6,507,994.34",             364.4,"              $17,860.95",30.0,90.0,3.3,0.0,0.0,6.7,0.0,     168,2.0,1.2,27.0,21.0,77.8,0.0,28.6,14.3,57.1,14.3,19.0,23.8,27.0,27.0,100.0,      32,      51,13.0,19.0,0.0,0.0,0.0,12.0,18.0,12.0,7.0,2.0,58.8,41.2,11.0,585.0,586.0,          63,          57,90.5
Berkshire Hills: Monument Mt Regional High,06180505,Public School,Great Barrington,MA,01230,"09,10,11,12",Berkshire Hills,06180000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     119,     142,     128,     112,       7,     508,      42,8.3,      15,3.0,      70,13.8,     165,32.5,     123,24.2,0.8,2.2,9.8,83.9,0.2,0.6,2.6,49.4,50.6,0.0,     330,13.2,        509,45.3,99.7,  11.2 to 1,85.4,89.3,81.3,"      $9,081,789","  $79,805",    113.8,      56,      55,  98.2,  10.9,  87.3,   1.8,   0.0,"          $27,734,002.94","           1,202.0","              $23,073.21","          $29,987,385.64","           1,307.1","              $22,941.92",114.0,93.9,3.5,0.0,0.9,1.8,0.0,     501,4.0,0.8,114.0,70.0,61.4,0.0,45.7,27.1,27.1,22.9,2.9,10.0,114.0,114.0,100.0,      69,     117,32.0,26.0,11.0,0.0,0.0,10.0,29.0,30.0,32.0,16.0,33.3,66.7,45.0,579.0,556.0,         242,         172,71.1
Berkshire Hills: Muddy Brook Regional Elementary School,06180035,Public School,Great Barrington,MA,01230,"PK,K,01,02,03,04",Berkshire Hills,06180000,Public School District,      22,      72,      67,      58,      55,      75,       0,       0,       0,       0,       0,       0,       0,       0,       0,     349,      38,10.9,      17,4.9,      75,21.5,     178,51.0,     133,38.1,0.9,3.4,12.6,73.9,0.0,0.0,9.2,48.4,51.6,0.0,     201,17.2,        357,36.1,99.6,   9.7 to 1,85.8,91.7,97.4,"      $9,081,789","  $79,805",    113.8,      44,      44, 100.0,  25.0,  75.0,   0.0,   0.0,"          $27,734,002.94","           1,202.0","              $23,073.21","          $29,987,385.64","           1,307.1","              $22,941.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkshire Hills: W.E.B. Du Bois Regional Middle School,06180310,Public School,Great Barrington,MA,01230,"05,06,07,08",Berkshire Hills,06180000,Public School District,       0,       0,       0,       0,       0,       0,      68,      79,      97,      84,       0,       0,       0,       0,       0,     328,      28,8.5,      13,4.0,      68,20.7,     157,47.9,     108,32.9,1.8,3.7,9.8,78.7,0.3,0.0,5.8,54.6,45.4,0.0,     197,16.1,        332,32.4,97.7,  10.1 to 1,82.2,93.8,93.9,"      $9,081,789","  $79,805",    113.8,      40,      40, 100.0,  22.5,  77.5,   0.0,   0.0,"          $27,734,002.94","           1,202.0","              $23,073.21","          $29,987,385.64","           1,307.1","              $22,941.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin-Boylston: Berlin Memorial School,06200005,Public School,Berlin,MA,01503,"PK,K,01,02,03,04,05",Berlin-Boylston,06200000,Public School District,      16,      29,      24,      30,      30,      31,      23,       0,       0,       0,       0,       0,       0,       0,       0,     183,      19,10.4,       5,2.7,      23,12.6,      47,25.7,      24,13.1,0.5,1.1,6.0,86.9,0.0,0.0,5.5,51.9,48.1,0.0,     126,14.9,        191,18.2,100.0,  10.0 to 1,83.7,94.5,100.0,"      $6,832,032","  $76,764",     89.0,      26,      26, 100.0,  23.1,  76.9,   0.0,   0.0,"          $16,466,845.00","           1,049.2","              $15,694.67","          $18,282,809.00","           1,105.8","              $16,533.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin-Boylston: Boylston Elementary School,06200010,Public School,Boylston,MA,01505,"PK,K,01,02,03,04,05",Berlin-Boylston,06200000,Public School District,      32,      53,      38,      45,      38,      49,      43,       0,       0,       0,       0,       0,       0,       0,       0,     298,      31,10.4,       8,2.7,      46,15.4,      78,26.2,      36,12.1,1.3,4.0,7.7,82.2,0.3,0.0,4.4,51.7,48.3,0.0,     172,18.0,        303,23.3,100.0,  12.8 to 1,87.0,95.7,96.3,"      $6,832,032","  $76,764",     89.0,      31,      30,  96.8,   6.7,  93.3,   0.0,   0.0,"          $16,466,845.00","           1,049.2","              $15,694.67","          $18,282,809.00","           1,105.8","              $16,533.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin-Boylston: Tahanto Regional High,06200505,Public School,Boylston,MA,01505,"06,07,08,09,10,11,12",Berlin-Boylston,06200000,Public School District,       0,       0,       0,       0,       0,       0,       0,      89,      81,      97,      68,      72,      82,      76,       0,     565,      53,9.4,      11,1.9,      96,17.0,     162,28.7,      74,13.1,2.8,4.2,4.6,85.1,0.2,0.4,2.7,51.5,48.3,0.2,     309,16.2,        560,47.5,100.0,  11.9 to 1,87.4,89.5,91.7,"      $6,832,032","  $76,764",     89.0,      56,      56, 100.0,  10.7,  89.3,   0.0,   0.0,"          $16,466,845.00","           1,049.2","              $15,694.67","          $18,282,809.00","           1,105.8","              $16,533.56",78.0,97.4,2.6,0.0,0.0,0.0,0.0,     298,1.0,0.3,76.0,57.0,75.0,0.0,36.8,22.8,40.4,22.8,21.1,10.5,76.0,76.0,100.0,      69,     145,21.0,27.0,16.0,3.0,2.0,4.0,22.0,57.0,40.0,22.0,17.9,82.1,33.0,576.0,588.0,         158,         111,70.3
Beverly: Ayers/Ryal Side School,00300055,Public School,Beverly,MA,01915,"K,01,02,03,04",Beverly,00300000,Public School District,       0,      87,      81,      87,      74,      91,       0,       0,       0,       0,       0,       0,       0,       0,       0,     420,      37,8.8,      21,5.0,      44,10.5,     150,35.7,     107,25.5,2.9,2.1,11.2,80.5,0.0,0.0,3.3,51.4,48.6,0.0,      80,21.0,        420,27.0,100.0,  15.6 to 1,85.2,100.0,100.0,"     $26,942,167","  $80,233",    335.8,      34,      34, 100.0,  32.4,  64.7,   2.9,   0.0,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly: Beverly High,00300505,Public School,Beverly,MA,01915,"09,10,11,12",Beverly,00300000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     347,     360,     309,     287,       9,"   1,312",     108,8.2,      21,1.6,     213,16.2,     446,34.0,     307,23.4,3.5,2.4,13.5,76.9,0.1,0.1,3.5,52.4,47.5,0.2,     552,21.1,"      1,305",91.2,96.9,  14.4 to 1,92.2,95.0,86.1,"     $26,942,167","  $80,233",    335.8,     115,     115, 100.0,   5.2,  94.8,   0.0,   0.0,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",299.0,92.0,3.0,0.0,0.3,4.7,0.0,"   1,303",12.0,0.9,280.0,215.0,76.8,0.0,36.7,16.3,47.0,16.3,11.6,14.9,280.0,279.0,99.6,     196,     327,109.0,50.0,30.0,7.0,0.0,21.0,75.0,97.0,85.0,49.0,29.4,70.6,143.0,575.0,568.0,         594,         371,62.5
Beverly: Beverly Middle School,00300305,Public School,Beverly,MA,01915,"05,06,07,08",Beverly,00300000,Public School District,       0,       0,       0,       0,       0,       0,     367,     392,     363,     320,       0,       0,       0,       0,       0,"   1,442",     128,8.9,      34,2.4,     278,19.3,     582,40.4,     390,27.0,2.8,2.5,16.0,75.5,0.1,0.1,3.1,52.1,47.9,0.0,     603,23.6,"      1,459",100.6,100.0,  14.3 to 1,82.9,91.6,88.7,"     $26,942,167","  $80,233",    335.8,     124,     124, 100.0,   9.7,  88.7,   1.6,   0.0,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly: Centerville Elementary,00300010,Public School,Beverly,MA,01915,"K,01,02,03,04",Beverly,00300000,Public School District,       0,      67,      54,      56,      72,      65,       0,       0,       0,       0,       0,       0,       0,       0,       0,     314,      25,8.0,      23,7.3,      63,20.1,     155,49.4,     120,38.2,5.1,1.3,16.2,72.3,0.0,0.0,5.1,49.4,50.6,0.0,      81,16.2,        327,26.7,100.0,  11.8 to 1,77.5,100.0,96.4,"     $26,942,167","  $80,233",    335.8,      34,      34, 100.0,  26.5,  73.5,   0.0,   0.0,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly: Cove Elementary,00300015,Public School,Beverly,MA,01915,"K,01,02,03,04",Beverly,00300000,Public School District,       0,      92,      95,      80,      83,      79,       0,       0,       0,       0,       0,       0,       0,       0,       0,     429,      40,9.3,      25,5.8,      79,18.4,     185,43.1,     118,27.5,4.2,1.9,13.3,75.1,0.0,0.0,5.6,52.9,47.1,0.0,     119,14.2,        425,32.0,100.0,  13.4 to 1,81.3,96.9,93.8,"     $26,942,167","  $80,233",    335.8,      38,      38, 100.0,   7.9,  89.5,   2.6,   0.0,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly: Hannah Elementary,00300033,Public School,Beverly,MA,01915,"K,01,02,03,04",Beverly,00300000,Public School District,       0,      87,      63,      68,      59,      56,       0,       0,       0,       0,       0,       0,       0,       0,       0,     333,      38,11.4,      22,6.6,      49,14.7,     112,33.6,      72,21.6,4.2,2.4,12.3,75.7,0.0,0.0,5.4,55.9,44.1,0.0,      69,19.7,        340,22.7,100.0,  14.7 to 1,73.6,95.6,100.0,"     $26,942,167","  $80,233",    335.8,      30,      30, 100.0,  20.0,  80.0,   0.0,   0.0,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly: McKeown School,00300002,Public School,Beverly,MA,01915,PK,Beverly,00300000,Public School District,     108,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     108,       3,2.8,       0,0.0,      52,48.1,      70,64.8,      34,31.5,7.4,2.8,8.3,77.8,0.9,0.0,2.8,58.3,41.7,0.0,      13,11.2,        146,10.0,100.0,  10.8 to 1,80.0,100.0,100.0,"     $26,942,167","  $80,233",    335.8,      11,      11, 100.0,-,-,-,-,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly: North Beverly Elementary,00300040,Public School,Beverly,MA,01915,"K,01,02,03,04",Beverly,00300000,Public School District,       0,      65,      78,      69,      68,      62,       0,       0,       0,       0,       0,       0,       0,       0,       0,     342,      35,10.2,      26,7.6,      64,18.7,     137,40.1,      86,25.1,2.0,2.0,16.1,76.3,0.0,0.0,3.5,53.8,46.2,0.0,      77,17.7,        342,25.6,100.0,  13.4 to 1,84.4,92.2,96.0,"     $26,942,167","  $80,233",    335.8,      32,      32, 100.0,  31.3,  65.6,   3.1,   0.0,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billerica: Billerica Memorial High School,00310505,Public School,Billerica,MA,01821,"PK,08,09,10,11,12",Billerica,00310000,Public School District,     185,       0,       0,       0,       0,       0,       0,       0,       0,     402,     293,     303,     246,     333,       7,"   1,769",     187,10.6,      16,0.9,     317,17.9,     511,28.9,     267,15.1,4.7,8.5,6.3,78.1,0.1,0.1,2.1,50.9,49.1,0.0,     707,19.2,"      1,814",130.5,100.0,  13.6 to 1,83.0,90.5,93.5,"     $34,272,836","  $92,504",    370.5,     169,       0,   0.0,-,-,-,-,"          $82,053,202.00","           4,809.2","              $17,061.72","          $89,412,353.00","           5,039.2","              $17,743.36",344.0,95.9,2.0,0.3,0.6,1.2,0.0,"   1,175",4.0,0.3,335.0,272.0,81.2,0.0,37.1,16.9,46.0,16.9,9.2,26.1,335.0,305.0,91.0,     179,     363,85.0,40.0,31.0,14.0,9.0,28.0,56.0,104.0,89.0,86.0,23.1,76.9,205.0,555.0,569.0,         583,         446,76.5
Billerica: Frederick J Dutile,00310007,Public School,North Billerica,MA,01862,"K,01,02,03,04",Billerica,00310000,Public School District,       0,      50,      58,      47,      40,      48,       0,       0,       0,       0,       0,       0,       0,       0,       0,     243,      13,5.3,       0,0.0,      39,16.0,      69,28.4,      40,16.5,3.3,10.3,9.5,74.1,0.0,0.0,2.9,46.5,53.5,0.0,     114,18.7,        242,18.6,100.0,  13.0 to 1,89.4,100.0,100.0,"     $34,272,836","  $92,504",    370.5,      27,       0,   0.0,-,-,-,-,"          $82,053,202.00","           4,809.2","              $17,061.72","          $89,412,353.00","           5,039.2","              $17,743.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billerica: Hajjar Elementary,00310026,Public School,Billerica,MA,01862,"K,01,02,03,04",Billerica,00310000,Public School District,       0,      70,      67,      60,      76,      75,       0,       0,       0,       0,       0,       0,       0,       0,       0,     348,      79,22.7,      36,10.3,      51,14.7,     135,38.8,      84,24.1,4.9,11.2,11.5,69.8,0.3,0.0,2.3,47.7,52.3,0.0,     167,18.5,        351,28.4,100.0,  12.3 to 1,88.7,96.5,100.0,"     $34,272,836","  $92,504",    370.5,      38,       0,   0.0,-,-,-,-,"          $82,053,202.00","           4,809.2","              $17,061.72","          $89,412,353.00","           5,039.2","              $17,743.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billerica: John F Kennedy,00310012,Public School,Billerica,MA,01821,"K,01,02,03,04",Billerica,00310000,Public School District,       0,      67,      63,      62,      47,      81,       0,       0,       0,       0,       0,       0,       0,       0,       0,     320,      10,3.1,       1,0.3,      48,15.0,      86,26.9,      50,15.6,2.2,5.0,6.9,81.6,0.0,0.0,4.4,45.9,54.1,0.0,     149,19.2,        324,24.5,100.0,  13.1 to 1,87.7,95.9,100.0,"     $34,272,836","  $92,504",    370.5,      36,       0,   0.0,-,-,-,-,"          $82,053,202.00","           4,809.2","              $17,061.72","          $89,412,353.00","           5,039.2","              $17,743.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billerica: Locke Middle,00310310,Public School,Billerica,MA,01821,"05,06,07",Billerica,00310000,Public School District,       0,       0,       0,       0,       0,       0,     179,     172,     188,       0,       0,       0,       0,       0,       0,     539,      30,5.6,       1,0.2,     106,19.7,     174,32.3,      79,14.7,2.8,7.4,5.4,79.2,0.0,0.0,5.2,50.6,49.4,0.0,     328,17.2,        546,45.3,100.0,  11.9 to 1,97.4,97.2,100.0,"     $34,272,836","  $92,504",    370.5,      65,       0,   0.0,-,-,-,-,"          $82,053,202.00","           4,809.2","              $17,061.72","          $89,412,353.00","           5,039.2","              $17,743.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
