School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Part. Rate % ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Part. Rate % MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH
Boston: Tynan Elementary School,00350181,Public School,South Boston,MA,02127,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      29,      45,      38,      40,      20,      28,      26,      23,       0,       0,       0,       0,       0,       0,       0,     249,      78,  31.3,      59,  23.7,      97,  39.0, , ,     225,  90.4,     197,  79.1,40.6,6.4,26.9,20.5,0.4,0.0,5.2,57.0,43.0,0.0,     232,9.7,        243,28.1,100.0,8.8,78.7,85.8,92.9,"    $481,668,763"," $104,813","  4,595.5",      30,      28,  93.3,  14.3,  78.6,   7.1,   0.0,"       $1,348,915,645.82","          48,747.8","              $27,671.31","       $1,676,837,932.25","          63,064.7","              $26,589.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          21,24.0,           2,2.0,          19,21.0,          30,34.0,          38,43.0,          89,100.0,488.0,28.0,          27,           7,8.0,           0,0.0,           7,8.0,          26,29.0,          56,63.0,          89,99.0,472.0,19.0,          28
Boston: UP Academy Holland,00350167,Public School,Dorchester,MA,02121,"PK,K,01,02,03,04,05",Boston,00350000,Public School District,      56,      69,     105,     120,     108,     117,      99,       0,       0,       0,       0,       0,       0,       0,       0,     674,     301,  44.7,     226,  33.5,      88,  13.1, , ,     618,  91.7,     567,  84.1,47.3,3.3,44.7,1.3,0.9,0.3,2.2,48.8,51.2,0.0,     293,19.0,        688,48.5,93.8,13.9,52.6,71.1,80.4,"    $481,668,763"," $104,813","  4,595.5",      59,      58,  98.3,   8.6,  91.4,   0.0,   0.0,"       $1,348,915,645.82","          48,747.8","              $27,671.31","       $1,676,837,932.25","          63,064.7","              $26,589.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          43,15.0,           2,1.0,          41,14.0,         168,58.0,          81,28.0,         292,95.0,480.0,29.0,          75,          12,4.0,           1,0.0,          11,4.0,         113,39.0,         163,57.0,         288,93.0,468.0,23.0,          77
Boston: Warren-Prescott K-8 School,00350346,Public School,Charlestown,MA,02129,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      48,      72,      61,      66,      65,      52,      56,      63,      32,      33,       0,       0,       0,       0,       0,     548,     111,  20.3,      60,  10.9,     115,  21.0, , ,     300,  54.7,     232,  42.3,12.4,3.6,21.5,57.3,0.0,0.0,5.1,50.9,49.1,0.0,     290,18.7,        556,48.1,100.0,11.4,95.9,97.9,97.9,"    $481,668,763"," $104,813","  4,595.5",      51,      49,  96.1,  28.6,  65.3,   4.1,   2.0,"       $1,348,915,645.82","          48,747.8","              $27,671.31","       $1,676,837,932.25","          63,064.7","              $26,589.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         156,55.0,          30,10.0,         126,44.0,         107,37.0,          23,8.0,         286,99.0,504.0,40.0,         154,         109,38.0,          10,3.0,          99,35.0,         116,41.0,          61,21.0,         286,99.0,492.0,25.0,         155
Boston: West Zone Early Learning Center,00350006,Public School,Jamaica Plain,MA,02130,"PK,K,01",Boston,00350000,Public School District,      39,      26,      33,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      98,      54,  55.1,      52,  53.1,      20,  20.4, , ,      89,  90.8,      67,  68.4,28.6,8.2,42.9,14.3,0.0,0.0,6.1,55.1,44.9,0.0,      60,12.8,         92,12.0,100.0,8.2,75.0,91.7,84.6,"    $481,668,763"," $104,813","  4,595.5",      13,      13, 100.0,  15.4,  84.6,   0.0,   0.0,"       $1,348,915,645.82","          48,747.8","              $27,671.31","       $1,676,837,932.25","          63,064.7","              $26,589.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Winship Elementary School,00350374,Public School,Brighton,MA,02135,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      35,      43,      40,      42,      35,      18,      14,       0,       0,       0,       0,       0,       0,       0,       0,     227,     105,  46.3,      71,  31.3,      29,  12.8, , ,     171,  75.3,     124,  54.6,14.1,15.4,37.4,25.6,0.4,0.0,7.0,48.0,52.0,0.0,     155,16.7,        227,23.0,100.0,9.9,84.8,95.7,95.7,"    $481,668,763"," $104,813","  4,595.5",      26,      24,  92.3,-,-,-,-,"       $1,348,915,645.82","          48,747.8","              $27,671.31","       $1,676,837,932.25","          63,064.7","              $26,589.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          36,60.0,          11,18.0,          25,42.0,          21,35.0,           3,5.0,          60,97.0,507.0,,          11,          26,43.0,           4,7.0,          22,37.0,          24,40.0,          10,17.0,          60,97.0,496.0,,          11
Boston: Winthrop Elementary School,00350180,Public School,Dorchester,MA,02125,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      27,      41,      28,      43,      36,      34,      22,       0,       0,       0,       0,       0,       0,       0,       0,     231,      83,  35.9,      72,  31.2,      27,  11.7, , ,     211,  91.3,     194,  84.0,54.5,0.9,39.0,2.2,0.4,0.0,3.0,41.6,58.4,0.0,     112,16.6,        222,27.0,98.1,8.6,87.0,96.3,96.0,"    $481,668,763"," $104,813","  4,595.5",      26,      21,  80.8,  14.3,  81.0,   4.8,   0.0,"       $1,348,915,645.82","          48,747.8","              $27,671.31","       $1,676,837,932.25","          63,064.7","              $26,589.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          14,16.0,           1,1.0,          13,15.0,          50,57.0,          24,27.0,          88,97.0,481.0,26.0,          22,           4,5.0,           0,0.0,           4,5.0,          36,42.0,          46,53.0,          86,95.0,466.0,23.0,          22
Boston: Young Achievers K-8 School,00350380,Public School,Mattapan,MA,02126,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      38,      41,      50,      57,      58,      74,      73,      69,      54,      44,       0,       0,       0,       0,       0,     558,     221,  39.6,     173,  31.0,     129,  23.1, , ,     504,  90.3,     459,  82.3,47.3,0.4,48.9,0.7,0.5,0.4,1.8,55.0,45.0,0.0,     370,15.9,        586,54.5,91.8,10.2,65.4,82.1,84.5,"    $481,668,763"," $104,813","  4,595.5",      64,      56,  87.5,   3.6,  87.5,   8.9,   0.0,"       $1,348,915,645.82","          48,747.8","              $27,671.31","       $1,676,837,932.25","          63,064.7","              $26,589.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          42,13.0,           5,2.0,          37,11.0,         149,46.0,         135,41.0,         326,92.0,476.0,32.0,         196,          18,6.0,           1,0.0,          17,5.0,         125,38.0,         182,56.0,         325,92.0,468.0,23.0,         192
Boston Collegiate Charter (District): Boston Collegiate Charter School,04490305,Charter School,Dorchester,MA,02125,"05,06,07,08,09,10,11,12",Boston Collegiate Charter (District),04490000,Charter District,       0,       0,       0,       0,       0,       0,      88,      97,     106,      95,      91,      93,      80,      73,       0,     723,      92,  12.7,      32,   4.4,     115,  15.9, , ,     380,  52.6,     280,  38.7,34.7,1.8,17.4,42.6,0.1,0.1,3.2,48.7,51.3,0.0,     212,24.7,        719,69.3,80.5,10.4,63.7,82.4,76.7,"      $5,591,786","  $80,772",     69.2,,,,,,,,"          $16,629,287.75",             720.7,"              $23,073.48","          $16,629,287.75",             720.7,"              $23,073.48",69.0,91.3,7.2,0.0,0.0,1.4,0.0,     337,1.0,0.3,69.0,51.0,73.9,1.4,40.6,7.2,24.6,5.8,5.8,14.5,65.2,69.0,69.0,100.0,     112,     218,45.0,40.0,15.0,12.0,0.0,85.0,87.0,36.0,8.0,2.0,78.9,21.1,64.0,498.0,511.0,         153,         134,87.6,         142,37.0,          13,3.0,         129,34.0,         175,46.0,          66,17.0,         383,99.0,492.0,33.0,         314,         109,29.0,           9,2.0,         100,26.0,         207,54.0,          66,17.0,         382,99.0,489.0,32.0,         312
Boston Day and Evening Academy Charter (District): Boston Day and Evening Academy Charter School,04240505,Charter School,Roxbury,MA,02119,"09,10,11,12",Boston Day and Evening Academy Charter (District),04240000,Charter District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      73,      52,      26,     205,       0,     356,     131,  36.8,      57,  16.0,     135,  37.9, , ,     299,  84.0,     254,  71.3,47.2,0.8,45.8,3.9,0.6,0.0,1.7,46.6,53.4,0.0,     415,14.7,        437,26.0,93.1,13.7,83.1,100.0,75.0,"      $3,037,648"," $116,644",     26.0,      39,      36,  92.3,  44.4,  55.6,   0.0,   0.0,"           $7,369,900.25",             386.1,"              $19,085.90","           $7,369,900.25",             386.1,"              $19,085.90",152.0,5.3,59.9,0.0,2.6,32.2,0.0,     356,88.0,24.7,27.0,11.0,40.7,0.0,14.8,14.8,11.1,14.8,0.0,11.1,25.9,27.0,0.0,0.0,,,,,,,,,,,,,,,5.0,,,         275,          23,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Green Academy Horace Mann Charter School (District): Boston Green Academy Horace Mann Charter School,04110305,Charter School,Brighton,MA,02135,"06,07,08,09,10,11,12",Boston Green Academy Horace Mann Charter School (District),04110000,Charter District,       0,       0,       0,       0,       0,       0,       0,      47,      62,      66,      87,      78,      84,      81,       4,     509,     185,  36.3,      86,  16.9,     169,  33.2, , ,     424,  83.3,     367,  72.1,44.6,1.8,43.6,6.5,0.2,0.4,2.9,52.5,47.5,0.0,     270,16.4,        501,57.5,83.8,8.8,59.5,90.6,67.2,"      $4,020,150","  $92,939",     43.3,      64,      49,  76.6,  77.6,  22.4,   0.0,   0.0,"           $8,658,617.78",             495.5,"              $17,473.88","           $8,658,617.78",             495.5,"              $17,473.88",78.0,88.5,7.7,0.0,0.0,3.8,0.0,     330,0.0,0.0,71.0,41.0,57.7,0.0,22.5,19.7,15.5,19.7,4.2,9.9,38.0,71.0,1.0,1.4,      37,      59,19.0,14.0,4.0,0.0,0.0,54.0,5.0,0.0,0.0,0.0,100.0,0.0,32.0,430.0,445.0,         157,          90,57.3,          19,14.0,           3,2.0,          16,12.0,          69,50.0,          51,37.0,         139,82.0,478.0,26.0,         131,           7,4.0,           0,0.0,           7,4.0,          89,57.0,          60,38.0,         156,91.0,475.0,25.0,         145
Boston Preparatory Charter Public (District): Boston Preparatory Charter Public School,04160305,Charter School,Hyde Park,MA,02136,"06,07,08,09,10,11,12",Boston Preparatory Charter Public (District),04160000,Charter District,       0,       0,       0,       0,       0,       0,       0,     100,     107,     105,     124,      85,      78,      72,       0,     671,     227,  33.8,     129,  19.2,     136,  20.3, , ,     531,  79.1,     405,  60.4,67.5,0.4,27.9,1.0,0.0,0.1,3.0,49.3,50.7,0.0,     207,19.4,        663,57.8,81.8,11.6,36.4,82.3,65.6,"      $4,468,443","  $76,320",     58.6,      75,      67,  89.3,  10.4,  55.2,  32.8,   1.5,"          $16,427,727.04",             665.6,"              $24,681.45","          $16,427,727.04",             665.6,"              $24,681.45",71.0,88.7,9.9,0.0,0.0,1.4,0.0,     359,0.0,0.0,66.0,51.0,77.3,0.0,34.8,10.6,31.8,10.6,13.6,16.7,66.6,66.0,66.0,100.0,      43,      63,28.0,10.0,5.0,0.0,0.0,46.0,13.0,4.0,0.0,0.0,93.7,6.3,79.0,448.0,474.0,         145,         120,82.8,          88,29.0,          13,4.0,          75,25.0,         144,48.0,          70,23.0,         302,97.0,488.0,39.0,         281,          42,14.0,           2,1.0,          40,13.0,         180,59.0,          83,27.0,         305,98.0,481.0,27.0,         283
Boston Renaissance Charter Public (District): Boston Renaissance Charter Public School,04810550,Charter School,Hyde Park,MA,02136,"PK,K,01,02,03,04,05,06",Boston Renaissance Charter Public (District),04810000,Charter District,     117,     125,     140,     141,     139,     120,     102,      59,       0,       0,       0,       0,       0,       0,       0,     943,     251,  26.6,     109,  11.6,     100,  10.6, , ,     668,  70.8,     587,  62.2,60.2,0.1,34.3,1.6,0.2,0.0,3.6,48.7,51.3,0.0,     500,16.5,        951,84.0,98.8,11.2,61.9,86.9,91.8,"      $6,350,118","  $76,505",     83.0,,,,,,,,"          $20,847,421.00",             945.2,"              $22,057.26","          $20,847,421.00",             945.2,"              $22,057.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         110,27.0,          11,3.0,          99,24.0,         211,52.0,          84,21.0,         405,97.0,487.0,29.0,         150,          50,12.0,           3,1.0,          47,12.0,         179,44.0,         178,44.0,         407,98.0,474.0,18.0,         150
Bourne: Bourne High School,00360505,Public School,Bourne,MA,02532,"09,10,11,12",Bourne,00360000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      98,      94,     111,     114,      11,     428,      10,   2.3,       5,   1.2,      62,  14.5, , ,     145,  33.9,     105,  24.5,1.4,2.1,3.5,88.6,1.4,0.0,3.0,45.3,54.7,0.0,     209,13.4,        416,34.7,100.0,12.4,85.9,94.2,94.6,"     $13,186,684","  $94,325",    139.8,      47,      44,  93.6,  25.0,  65.9,   6.8,   2.3,"          $34,402,079.87","           1,645.6","              $20,905.49","          $39,188,785.24","           1,931.0","              $20,294.55",120.0,95.0,2.5,0.0,0.0,2.5,0.0,     417,5.0,1.2,115.0,74.0,64.3,0.0,20.9,15.7,27.8,15.7,9.6,11.3,48.7,115.0,115.0,100.0,      72,     135,30.0,24.0,16.0,1.0,1.0,16.0,37.0,43.0,23.0,16.0,39.3,60.7,91.0,527.0,506.0,         226,         162,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bourne: Bourne Intermediate School,00360030,Public School,Bourne,MA,02532,"03,04,05",Bourne,00360000,Public School District,       0,       0,       0,       0,     141,     128,     155,       0,       0,       0,       0,       0,       0,       0,       0,     424,       5,   1.2,       5,   1.2,      80,  18.9, , ,     188,  44.3,     144,  34.0,2.6,1.4,6.1,85.6,0.5,0.0,3.8,46.9,53.1,0.0,     280,15.2,        414,34.1,97.0,12.4,85.3,97.1,95.1,"     $13,186,684","  $94,325",    139.8,      48,      44,  91.7,   4.5,  95.5,   0.0,   0.0,"          $34,402,079.87","           1,645.6","              $20,905.49","          $39,188,785.24","           1,931.0","              $20,294.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         187,48.0,          17,4.0,         170,44.0,         162,42.0,          41,11.0,         390,99.0,496.0,40.0,         137,         123,31.0,           3,1.0,         120,31.0,         189,48.0,          79,20.0,         391,99.0,488.0,31.0,         137
Bourne: Bourne Middle School,00360325,Public School,Bourne,MA,02532,"06,07,08",Bourne,00360000,Public School District,       0,       0,       0,       0,       0,       0,       0,     138,     165,     157,       0,       0,       0,       0,       0,     460,       5,   1.1,       3,   0.7,      83,  18.0, , ,     189,  41.1,     143,  31.1,1.7,1.3,5.4,86.1,1.7,0.0,3.7,49.8,50.2,0.0,     315,17.6,        469,42.6,100.0,10.8,91.0,90.6,87.0,"     $13,186,684","  $94,325",    139.8,      53,      51,  96.2,  31.4,  68.6,   0.0,   0.0,"          $34,402,079.87","           1,645.6","              $20,905.49","          $39,188,785.24","           1,931.0","              $20,294.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         125,32.0,          13,3.0,         112,29.0,         172,44.0,          95,24.0,         392,90.0,489.0,27.0,         377,          98,25.0,           5,1.0,          93,23.0,         226,57.0,          72,18.0,         396,91.0,487.0,30.0,         379
Bourne: Bournedale Elementary School,00360005,Public School,Bournedale,MA,02532,"PK,K,01,02",Bourne,00360000,Public School District,      39,      81,     115,     103,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     338,      12,   3.6,       4,   1.2,      65,  19.2, , ,     157,  46.4,     114,  33.7,1.5,3.0,6.8,82.0,0.9,0.0,5.9,50.6,49.4,0.0,     195,13.0,        357,28.4,100.0,11.9,90.6,100.0,94.3,"     $13,186,684","  $94,325",    139.8,      41,      34,  82.9,  38.2,  61.8,   0.0,   0.0,"          $34,402,079.87","           1,645.6","              $20,905.49","          $39,188,785.24","           1,931.0","              $20,294.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxford: Harry Lee Cole,00380005,Public School,Boxford,MA,01921,"PK,K,01,02",Boxford,00380000,Public School District,      27,      78,     105,      80,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     290,       7,   2.4,       7,   2.4,      44,  15.2, , ,      62,  21.4,      19,   6.6,0.0,2.4,4.1,87.9,0.0,0.0,5.5,55.9,44.1,0.0,     131,12.6,        296,27.4,100.0,10.6,75.2,97.8,100.0,"      $5,328,238","  $81,847",     65.1,      39,      39, 100.0,-,-,-,-,"          $13,973,736.00",             688.5,"              $20,295.91","          $14,765,318.00",             699.8,"              $21,099.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxford: Spofford Pond,00380013,Public School,Boxford,MA,01921,"03,04,05,06",Boxford,00380000,Public School District,       0,       0,       0,       0,      87,      99,     111,      92,       0,       0,       0,       0,       0,       0,       0,     389,       4,   1.0,       2,   0.5,      80,  20.6, , ,     105,  27.0,      31,   8.0,0.5,4.4,2.6,87.7,0.0,0.0,4.9,51.2,48.8,0.0,     221,14.6,        382,37.7,100.0,10.3,74.5,97.3,100.0,"      $5,328,238","  $81,847",     65.1,      49,      49, 100.0,  20.4,  79.6,   0.0,   0.0,"          $13,973,736.00",             688.5,"              $20,295.91","          $14,765,318.00",             699.8,"              $21,099.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         242,66.0,          40,11.0,         202,55.0,         111,30.0,          15,4.0,         368,100.0,507.0,46.0,         189,         186,51.0,          20,5.0,         166,45.0,         157,43.0,          25,7.0,         368,100.0,500.0,49.0,         189
Braintree: Archie T Morrison,00400033,Public School,Braintree,MA,02184,"K,01,02,03,04",Braintree,00400000,Public School District,       0,      42,      62,      84,      68,      68,       0,       0,       0,       0,       0,       0,       0,       0,       0,     324,      69,  21.3,      36,  11.1,      47,  14.5, , ,     157,  48.5,     107,  33.0,9.9,22.8,4.0,60.5,0.6,0.0,2.2,52.8,47.2,0.0,     252,13.6,        321,29.3,100.0,11.1,76.1,100.0,100.0,"     $39,172,634","  $90,218",    434.2,      42,      42, 100.0,  14.3,  85.7,   0.0,   0.0,"          $90,673,494.78","           5,516.6","              $16,436.48","          $98,288,948.14","           5,627.9","              $17,464.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          86,66.0,          21,16.0,          65,50.0,          41,31.0,           4,3.0,         131,99.0,508.0,,,          65,49.0,           6,5.0,          59,45.0,          53,40.0,          14,11.0,         132,99.0,497.0,,
