School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Overall Classification,Reason for Classification,Accountability Percentile (1-99),Overall Improvement Toward Improvement Targets (%)
Boston: Burke High School,00350525,Public School,Dorchester,MA,02121,"07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     102,      87,     114,     169,       0,     472,     247,52.3,     177,37.5,      59,12.5,     400,84.7,     307,65.0,71.0,0.6,24.4,1.9,0.2,0.2,1.7,55.1,44.9,     145,19.3,        499,31.9,88.4,  14.8 to 1,69.7,75.7,"    $434,326,612"," $101,811","  4,266.0",42.0,31.0,73.8,  19.4,  67.7,  12.9,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",       174,78.2,6.9,0.0,0.6,14.4,0.0,     472,35.0,7.4,156.0,67.0,42.9,1.5,25.4,44.8,28.4,43.3,4.5,23.9,156.0,14.0,9.0,      55,      72,39.0,15.0,1.0,0.0,0.0,67.0,5.0,0.0,0.0,0.0,100.0,0.0,110.0,416.0,435.0,         284,          99,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of focused/targeted support,23.0,54.0
Boston: Carter School,00350036,Public School,Dorchester,MA,02121,"07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       2,       3,       2,       2,       6,      14,       0,      29,      15,51.7,       9,31.0,      29,100.0,      29,100.0,      26,89.7,51.7,10.3,20.7,13.8,0.0,3.4,0.0,62.1,37.9,       1,31.0,         31,0.7,0.0,  43.9 to 1,0.0,100.0,"    $434,326,612"," $101,811","  4,266.0",6.0,5.0,83.3,-,-,-,-,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,      24,1.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          21,           0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
Boston: Channing Elementary School,00350360,Public School,Hyde Park,MA,02136,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      27,      37,      40,      38,      29,      21,      24,       0,       0,       0,       0,       0,       0,       0,       0,     216,      71,32.9,      58,26.9,      18,8.3,     161,74.5,     136,63.0,49.1,2.3,39.4,6.0,0.0,0.5,2.8,47.2,52.8,      79,19.4,        220,17.0,100.0,  12.7 to 1,88.1,94.1,"    $434,326,612"," $101,811","  4,266.0",21.0,19.0,90.5,  15.8,  73.7,  10.5,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          17,26.0,           0,0.0,          17,26.0,          40,61.0,           9,14.0,          66,489.4,40.3,          38,12.0,          14,21.0,           0,0.0,          14,21.0,          36,54.0,          17,25.0,          67,483.7,53.9,          40,8.0,Requiring assistance or intervention,In need of broad/comprehensive support,11.0,54.0
Boston: Charlestown High School,00350515,Public School,Charlestown,MA,02129,"07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     269,     209,     200,     242,       0,     920,     563,61.2,     391,42.5,     227,24.7,     789,85.8,     603,65.5,32.6,13.2,48.4,4.7,0.1,0.0,1.1,58.3,41.6,     445,12.5,        998,88.6,90.0,  10.4 to 1,74.8,90.3,"    $434,326,612"," $101,811","  4,266.0",92.0,80.0,87.0,  12.5,  85.0,   1.3,   1.3,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",       219,61.6,23.3,0.0,2.3,12.8,0.0,     920,63.0,6.8,164.0,105.0,64.0,0.0,30.5,42.9,25.7,41.9,1.0,24.8,164.0,34.0,20.7,      85,     123,52.0,29.0,3.0,1.0,0.0,59.0,27.0,13.0,12.0,12.0,69.9,30.1,219.0,422.0,453.0,         443,         138,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of focused/targeted support,7.0,11.0
Boston: Chittick Elementary School,00350154,Public School,Mattapan,MA,02126,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      46,      37,      47,      43,      40,      52,      41,       0,       0,       0,       0,       0,       0,       0,       0,     306,      71,23.2,      62,20.3,      85,27.8,     252,82.4,     218,71.2,64.4,1.3,26.8,2.9,0.0,0.0,4.6,54.9,45.1,     175,15.5,        324,24.1,100.0,  12.7 to 1,95.8,87.5,"    $434,326,612"," $101,811","  4,266.0",27.0,27.0,100.0,-,-,-,-,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          36,30.0,           3,3.0,          33,28.0,          65,55.0,          18,15.0,         119,491.2,43.1,          72,15.0,          23,19.0,           1,1.0,          22,18.0,          67,56.0,          29,24.0,         119,484.7,40.8,          72,10.0,Requiring assistance or intervention,In need of focused/targeted support,9.0,57.0
Boston: Clap Elementary School,00350298,Public School,Dorchester,MA,02125,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      12,      18,      17,      33,      42,      17,      18,       0,       0,       0,       0,       0,       0,       0,       0,     157,      52,33.1,      44,28.0,      36,22.9,     128,81.5,      99,63.1,38.2,5.1,31.2,22.9,0.0,0.0,2.5,47.1,52.9,      56,17.3,        156,12.1,100.0,  13.0 to 1,91.4,100.0,"    $434,326,612"," $101,811","  4,266.0",16.0,14.0,87.5,   0.0,  92.9,   0.0,   7.1,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          16,26.0,           5,8.0,          11,18.0,          39,63.0,           7,11.0,          62,492.3,38.9,          27,17.0,          13,21.0,           2,3.0,          11,18.0,          36,58.0,          13,21.0,          62,483.9,37.6,          27,8.0,Requiring assistance or intervention,In need of focused/targeted support,5.0,64.0
Boston: Community Academy,00350518,Public School,Jamaica Plain,MA,02130,"09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      14,      14,      22,      29,       0,      79,      13,16.5,       5,6.3,      16,20.3,      63,79.7,      54,68.4,41.8,0.0,21.5,35.4,0.0,0.0,1.3,53.2,46.8,      47,8.8,        141,12.1,87.6,   6.5 to 1,73.5,76.0,"    $434,326,612"," $101,811","  4,266.0",15.0,13.0,86.7,-,-,-,-,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",        32,15.6,25.0,0.0,6.3,53.1,0.0,      79,40.0,50.6,19.0,8.0,42.1,12.5,12.5,75.0,0.0,75.0,0.0,0.0,19.0,1.0,5.3,,,,,,,,,,,,,,,1.0,,,          88,           0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
Boston: Community Academy of Science and Health,00350581,Public School,Dorchester,MA,02122,"09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     103,      63,     126,      97,       0,     389,     178,45.8,     125,32.1,     139,35.7,     337,86.6,     274,70.4,66.8,3.1,25.4,2.1,0.3,0.0,2.3,53.7,46.3,     181,14.2,        379,37.4,92.4,  10.4 to 1,94.7,89.7,"    $434,326,612"," $101,811","  4,266.0",42.0,38.0,90.5,   5.3,  86.8,   7.9,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",       114,67.5,21.9,0.0,0.9,9.6,0.0,     389,21.0,5.4,76.0,50.0,65.8,0.0,8.0,60.0,32.0,60.0,14.0,18.0,76.0,12.0,15.8,      65,     106,29.0,31.0,5.0,0.0,0.0,86.0,20.0,0.0,0.0,0.0,100.0,0.0,95.0,413.0,418.0,         203,         102,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of focused/targeted support,5.0,39.0
Boston: Condon K-8 School,00350146,Public School,South Boston,MA,02127,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      50,      73,      79,      81,     111,     124,     125,     121,      76,      65,       0,       0,       0,       0,       0,     905,     402,44.4,     299,33.0,     216,23.9,     757,83.6,     626,69.2,35.0,7.4,32.9,20.3,0.1,0.3,3.9,51.5,48.5,     550,20.2,        949,61.0,100.0,  14.8 to 1,90.1,93.3,"    $434,326,612"," $101,811","  4,266.0",70.0,65.0,92.9,   4.6,  84.6,   9.2,   1.5,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         154,27.0,          15,3.0,         139,24.0,         262,46.0,         156,27.0,         572,486.2,47.3,         430,7.0,         140,24.0,          10,2.0,         130,23.0,         278,48.0,         156,27.0,         574,484.7,46.0,         433,10.0,Requiring assistance or intervention,In need of focused/targeted support,7.0,58.0
Boston: Conley Elementary School,00350122,Public School,Roslindale,MA,02131,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      21,      16,      26,      48,      25,      53,      23,       0,       0,       0,       0,       0,       0,       0,       0,     212,      76,35.8,      61,28.8,      83,39.2,     151,71.2,     104,49.1,36.8,3.3,40.1,16.5,0.0,0.0,3.3,52.8,47.2,     132,13.2,        228,18.5,100.0,  11.5 to 1,94.3,96.8,"    $434,326,612"," $101,811","  4,266.0",25.0,24.0,96.0,  25.0,  70.8,   0.0,   4.2,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          34,37.0,           7,8.0,          27,29.0,          45,48.0,          14,15.0,          93,499.5,61.2,          59,41.0,          26,27.0,           3,3.0,          23,24.0,          45,47.0,          24,25.0,          95,491.1,58.1,          60,22.0,Requiring assistance or intervention,In need of focused/targeted support,31.0,70.0
Boston: Curley K-8 School,00350020,Public School,Jamaica Plain,MA,02130,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,     100,      94,      90,      79,      90,     118,     108,     111,      79,      75,       0,       0,       0,       0,       0,     944,     430,45.6,     333,35.3,     252,26.7,     672,71.2,     520,55.1,19.3,2.4,51.4,21.3,0.1,0.1,5.4,51.5,48.5,     496,17.3,        975,80.0,98.7,  11.8 to 1,82.3,93.6,"    $434,326,612"," $101,811","  4,266.0",87.0,87.0,100.0,   2.3,  95.4,   2.3,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         145,27.0,          25,5.0,         120,22.0,         212,39.0,         186,34.0,         543,485.7,45.9,         402,7.0,         120,22.0,          23,4.0,          97,18.0,         235,43.0,         190,35.0,         545,483.3,43.5,         397,8.0,Requiring assistance or intervention,In need of focused/targeted support,5.0,55.0
Boston: Dearborn 6-12 STEM Academy,00350074,Public School,Roxbury,MA,02119,"06,07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,      62,      56,      62,      64,      35,      39,      36,       0,     354,     219,61.9,     152,42.9,      48,13.6,     318,89.8,     228,64.4,66.7,0.3,28.0,1.1,0.3,0.6,3.1,51.1,48.9,     135,16.5,        357,35.7,95.0,   9.9 to 1,60.8,76.2,"    $434,326,612"," $101,811","  4,266.0",44.0,38.0,86.4,  18.4,  81.6,   0.0,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",        33,78.8,0.0,3.0,0.0,18.2,0.0,     174,5.0,2.9,26.0,16.0,61.5,0.0,0.0,18.8,81.3,18.8,25.0,56.3,26.0,3.0,11.5,,,,,,,,,,,,,,,53.0,408.0,433.0,          68,          26,38.2,          15,10.0,           0,0.0,          15,10.0,          74,49.0,          61,41.0,         150,474.5,40.0,         121,2.0,          23,16.0,           0,0.0,          23,16.0,          78,53.0,          47,32.0,         148,478.8,47.1,         126,4.0,Requiring assistance or intervention,In need of broad/comprehensive support,8.0,66.0
Boston: Dever Elementary School,00350268,Public School,Dorchester,MA,02125,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      35,      47,      55,      56,      54,      54,      55,       0,       0,       0,       0,       0,       0,       0,       0,     356,     202,56.7,     169,47.5,      50,14.0,     324,91.0,     287,80.6,25.3,6.2,61.0,5.1,0.6,0.3,1.7,52.8,47.2,     265,16.6,        414,34.3,76.6,  10.4 to 1,32.3,73.4,"    $434,326,612"," $101,811","  4,266.0",41.0,37.0,90.2,  24.3,  70.3,   5.4,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          44,31.0,           5,3.0,          39,27.0,          83,58.0,          16,11.0,         143,491.6,40.6,          91,16.0,          45,31.0,           6,4.0,          39,27.0,          86,60.0,          13,9.0,         144,493.6,36.7,          94,29.0,Requiring assistance or intervention,In need of broad/comprehensive support,7.0,39.0
Boston: East Boston Early Education Center,00350009,Public School,East Boston,MA,02128,"PK,K,01",Boston,00350000,Public School District,      70,      76,      51,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     197,     125,63.5,     112,56.9,      41,20.8,     159,80.7,     105,53.3,9.6,2.5,59.9,25.4,0.0,0.5,2.0,49.7,50.3,      48,15.7,        192,13.7,92.7,  14.4 to 1,87.9,92.7,"    $434,326,612"," $101,811","  4,266.0",18.0,18.0,100.0,  33.3,  66.7,   0.0,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
Boston: East Boston High School,00350530,Public School,East Boston,MA,02128,"07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     340,     274,     372,     358,       0,"   1,344","   1,041",77.5,     602,44.8,     229,17.0,"   1,119",83.3,     774,57.6,7.0,1.6,78.8,11.1,0.4,0.0,1.2,57.2,42.8,     445,17.6,"      1,415",99.9,95.6,  13.4 to 1,80.6,85.1,"    $434,326,612"," $101,811","  4,266.0",116.0,111.0,95.7,   9.0,  89.2,   1.8,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",       390,73.8,8.2,0.5,0.8,16.7,0.0,"   1,344",86.0,6.4,320.0,164.0,51.3,0.6,30.5,40.2,28.7,38.4,7.9,18.3,320.0,105.0,32.8,     136,     180,97.0,34.0,5.0,0.0,0.0,104.0,53.0,11.0,8.0,4.0,87.2,12.8,281.0,462.0,463.0,         739,         341,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Meeting targets,21.0,80.0
Boston: Edison K-8 School,00350375,Public School,Brighton,MA,02135,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      20,      50,      61,      66,      90,      72,      74,      85,      58,      59,       0,       0,       0,       0,       0,     635,     395,62.2,     314,49.4,     132,20.8,     549,86.5,     398,62.7,19.8,16.5,45.5,14.0,1.4,0.2,2.5,54.0,46.0,     424,14.4,        662,54.3,94.3,  11.7 to 1,77.6,96.1,"    $434,326,612"," $101,811","  4,266.0",61.0,57.0,93.4,  26.3,  71.9,   1.8,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          89,24.0,           7,2.0,          82,22.0,         168,45.0,         113,31.0,         370,484.2,56.6,         266,6.0,         109,30.0,          14,4.0,          95,26.0,         163,44.0,          95,26.0,         367,485.9,58.8,         259,12.0,Not requiring assistance or intervention,Meeting targets,15.0,90.0
Boston: Eliot K-8 Innovation School,00350096,Public School,Boston,MA,02113,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      58,      81,      81,      79,      95,      64,      74,      48,      29,      26,       0,       0,       0,       0,       0,     635,     113,17.8,      67,10.6,     114,18.0,     262,41.3,     138,21.7,7.4,9.3,17.2,59.4,0.2,0.2,6.5,50.4,49.6,     332,19.1,        642,43.5,100.0,  14.6 to 1,74.9,88.6,"    $434,326,612"," $101,811","  4,266.0",43.0,42.0,97.7,  23.8,  76.2,   0.0,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         208,64.0,          63,19.0,         145,44.0,         102,31.0,          16,5.0,         326,508.4,50.1,         222,76.0,         207,63.0,          62,19.0,         145,44.0,         105,32.0,          14,4.0,         326,508.6,47.5,         222,84.0,Not requiring assistance or intervention,Partially meeting targets,67.0,61.0
Boston: Ellis Elementary School,00350072,Public School,Roxbury,MA,02119,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      58,      74,      83,      68,      74,      54,      46,       0,       0,       0,       0,       0,       0,       0,       0,     457,     200,43.8,     176,38.5,      62,13.6,     400,87.5,     366,80.1,39.6,0.0,54.9,2.6,0.7,0.0,2.2,50.3,49.7,     183,17.1,        463,33.0,100.0,  13.8 to 1,78.5,81.8,"    $434,326,612"," $101,811","  4,266.0",31.0,30.0,96.8,   0.0,  96.7,   0.0,   3.3,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          11,7.0,           0,0.0,          11,7.0,         106,69.0,          36,24.0,         153,479.4,29.3,          83,3.0,          18,12.0,           1,1.0,          17,11.0,          79,52.0,          56,37.0,         153,476.1,43.8,          82,3.0,Requiring assistance or intervention,In need of focused/targeted support,3.0,52.0
Boston: Ellison-Parks Early Education School,00350008,Public School,Mattapan,MA,02126,"PK,K,01,02,03",Boston,00350000,Public School District,      44,      37,      38,      38,      32,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     189,     119,63.0,     114,60.3,      42,22.2,     169,89.4,     134,70.9,51.9,1.1,42.9,2.1,0.5,0.0,1.6,52.4,47.6,      58,17.9,        203,16.1,100.0,  11.7 to 1,81.4,87.3,"    $434,326,612"," $101,811","  4,266.0",21.0,20.0,95.2,  30.0,  65.0,   5.0,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           6,21.0,           2,7.0,           4,14.0,          20,69.0,           3,10.0,          29,491.0,,,14.0,           4,14.0,           0,0.0,           4,14.0,          20,69.0,           5,17.0,          29,485.7,,,11.0,Not requiring assistance or intervention,Partially meeting targets,,50.0
Boston: English High School,00350535,Public School,Jamaica Plain,MA,02130,"07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     182,      98,     119,     140,       0,     539,     305,56.6,     212,39.3,     111,20.6,     459,85.2,     388,72.0,41.7,1.5,54.9,1.3,0.0,0.0,0.6,57.3,42.7,     204,15.5,        549,49.9,83.3,  10.8 to 1,65.9,85.9,"    $434,326,612"," $101,811","  4,266.0",60.0,55.0,91.7,  30.9,  69.1,   0.0,   0.0,"       $1,215,099,780.00","          53,415.9","              $22,747.90","       $1,473,857,399.82","          67,288.3","              $21,903.62",       173,65.3,15.6,0.6,1.2,17.3,0.0,     539,23.0,4.3,122.0,63.0,51.6,0.0,19.0,58.7,22.2,55.6,4.8,17.5,122.0,32.0,26.2,      22,      37,11.0,7.0,4.0,0.0,0.0,33.0,3.0,1.0,0.0,0.0,97.3,2.7,78.0,436.0,448.0,         270,          63,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of broad/comprehensive support,12.0,62.0
