School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Overall Classification,Reason for Classification,Accountability Percentile (1-99),Cumulative Progress Toward Improvement Targets (%)
Boston: Community Academy of Science and Health,00350581,Public School,Dorchester,MA,02122,"09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      78,      81,     107,      80,      22,     368,     159,  43.2,     116,  31.5,     142,  38.6, , ,     326,  88.6,     255,  69.3,66.0,1.9,27.7,1.9,0.3,0.0,2.2,53.5,46.5,     144,15.2,        395,38.3,92.6,9.6,87.0,84.9,69.2,"    $451,170,740"," $104,525","  4,316.4",43.0,38.0,88.4,   5.3,  92.1,   2.6,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",       120,69.2,10.8,0.0,0.0,20.0,0.0,     346,13.0,3.8,91.0,46.0,50.5,1.1,15.4,23.1,11.0,23.1,5.5,5.5,26.4,91.0,8.0,8.8,      60,      82,42.0,15.0,2.0,1.0,0.0,64.0,17.0,1.0,0.0,0.0,98.8,1.2,85.0,417.0,418.0,         189,         101,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of focused/targeted support,4.0,32.0
Boston: Condon K-8 School,00350146,Public School,South Boston,MA,02127,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      44,      74,      77,      87,      83,     111,     119,     102,      82,      72,       0,       0,       0,       0,       0,     851,     423,  49.7,     305,  35.8,     210,  24.7, , ,     733,  86.1,     575,  67.6,34.0,7.4,35.5,18.9,0.2,0.4,3.6,52.3,47.7,     519,17.9,        848,63.4,100.0,13.4,90.2,91.6,85.3,"    $451,170,740"," $104,525","  4,316.4",75.0,69.0,92.0,  17.4,  75.4,   4.3,   2.9,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         154,30.0,          26,5.0,         128,25.0,         236,45.0,         131,25.0,         521,488.1,51.1,         415,9.0,         151,29.0,          19,4.0,         132,25.0,         226,43.0,         143,28.0,         520,487.1,49.4,         415,13.0,Requiring assistance or intervention,In need of focused/targeted support,8.0,68.0
Boston: Conley Elementary School,00350122,Public School,Roslindale,MA,02131,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      18,      19,      19,      25,      52,      23,      44,       0,       0,       0,       0,       0,       0,       0,       0,     200,      64,  32.0,      58,  29.0,      76,  38.0, , ,     138,  69.0,      88,  44.0,37.5,3.0,37.0,18.0,0.0,0.5,4.0,55.0,45.0,     119,12.7,        212,24.0,96.0,8.3,90.8,100.0,92.0,"    $451,170,740"," $104,525","  4,316.4",28.0,27.0,96.4,   7.4,  88.9,   3.7,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          43,38.0,           5,4.0,          38,33.0,          52,46.0,          19,17.0,         114,496.3,47.8,          54,28.0,          29,25.0,           2,2.0,          27,24.0,          55,48.0,          30,26.0,         114,490.7,48.1,          53,20.0,Not requiring assistance or intervention,Substantial progress toward targets,24.0,60.0
Boston: Curley K-8 School,00350020,Public School,Jamaica Plain,MA,02130,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,     103,      88,      94,      87,      84,     102,     104,     131,      95,      80,       0,       0,       0,       0,       0,     968,     406,  41.9,     316,  32.6,     266,  27.5, , ,     663,  68.5,     489,  50.5,18.6,2.7,48.0,24.8,0.1,0.1,5.7,52.3,47.7,     524,17.2,        987,82.8,100.0,11.7,84.9,92.8,83.5,"    $451,170,740"," $104,525","  4,316.4",99.0,91.0,91.9,   2.2,  97.8,   0.0,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         166,30.0,          44,8.0,         122,22.0,         227,41.0,         154,28.0,         547,490.2,50.8,         414,13.0,         157,29.0,          35,6.0,         122,22.0,         215,39.0,         175,32.0,         547,487.3,49.5,         409,13.0,Requiring assistance or intervention,In need of focused/targeted support,8.0,74.0
Boston: Dearborn 6-12 STEM Academy,00350074,Public School,Roxbury,MA,02119,"06,07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,      94,      58,      61,      82,      56,      35,      33,       0,     419,     229,  54.7,     142,  33.9,      72,  17.2, , ,     361,  86.2,     257,  61.3,65.9,1.2,27.7,1.0,0.0,1.2,3.1,50.8,49.2,     199,19.3,        427,37.5,97.4,11.2,71.4,88.3,82.1,"    $451,170,740"," $104,525","  4,316.4",44.0,35.0,79.5,-,-,-,-,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",        33,90.9,0.0,6.1,0.0,3.0,0.0,     206,4.0,1.9,29.0,23.0,79.3,0.0,27.6,27.6,24.1,27.6,0.0,24.1,51.7,29.0,0.0,0.0,,,,,,,,,,,,,,,43.0,414.0,423.0,          66,          23,34.8,          44,24.0,           3,2.0,          41,22.0,          86,46.0,          56,30.0,         186,482.3,50.6,         175,4.0,          20,11.0,           0,0.0,          20,11.0,         111,59.0,          57,30.0,         188,478.0,38.9,         176,4.0,Requiring assistance or intervention,In need of broad/comprehensive support,3.0,42.0
Boston: Dever Elementary School,00350268,Public School,Dorchester,MA,02125,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      34,      59,      63,      68,      61,      69,      56,       0,       0,       0,       0,       0,       0,       0,       0,     410,     245,  59.8,     203,  49.5,      54,  13.2, , ,     371,  90.5,     310,  75.6,25.6,4.4,62.9,5.1,0.5,0.0,1.5,51.7,48.3,     246,17.5,        410,36.1,94.8,11.4,24.9,74.5,70.3,"    $451,170,740"," $104,525","  4,316.4",43.0,35.0,81.4,  22.9,  68.6,   8.6,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          50,31.0,           4,2.0,          46,28.0,          86,53.0,          26,16.0,         162,491.9,40.9,          92,16.0,          65,40.0,           8,5.0,          57,35.0,          68,42.0,          29,18.0,         162,493.3,37.4,          93,27.0,Requiring assistance or intervention,In need of broad/comprehensive support,8.0,43.0
Boston: East Boston Early Education Center,00350009,Public School,East Boston,MA,02128,"PK,K,01",Boston,00350000,Public School District,      74,      61,      49,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     184,     118,  64.1,     105,  57.1,      36,  19.6, , ,     155,  84.2,     100,  54.3,6.0,1.6,59.8,31.0,0.5,0.5,0.5,47.3,52.7,      78,15.0,        195,14.8,100.0,12.4,87.6,80.8,56.3,"    $451,170,740"," $104,525","  4,316.4",20.0,18.0,90.0,  11.1,  83.3,   5.6,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
Boston: East Boston High School,00350530,Public School,East Boston,MA,02128,"07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     292,     272,     263,     351,      11,"   1,189",     926,  77.9,     527,  44.3,     217,  18.3, , ,"   1,004",  84.4,     646,  54.3,5.8,1.9,79.3,11.1,0.3,0.0,1.6,56.1,43.9,     451,15.9,"      1,257",96.4,95.5,12.3,88.6,91.0,77.4,"    $451,170,740"," $104,525","  4,316.4",118.0,111.0,94.1,   8.1,  90.1,   1.8,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",       409,74.6,8.8,0.7,0.5,15.2,0.0,"   1,178",65.0,5.5,332.0,138.0,41.6,0.0,11.1,16.9,13.6,16.6,2.1,10.8,24.7,332.0,99.0,29.8,     144,     209,87.0,50.0,6.0,1.0,0.0,97.0,83.0,21.0,3.0,5.0,86.1,13.9,237.0,462.0,467.0,         612,         316,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Substantial progress toward targets,18.0,57.0
Boston: Edison K-8 School,00350375,Public School,Brighton,MA,02135,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      21,      48,      60,      73,      60,      79,      61,      76,      66,      59,       0,       0,       0,       0,       0,     603,     382,  63.3,     298,  49.4,     140,  23.2, , ,     549,  91.0,     370,  61.4,19.2,15.3,48.4,13.4,0.8,0.2,2.7,55.9,44.1,     396,14.6,        623,55.4,98.8,10.9,93.5,96.8,75.8,"    $451,170,740"," $104,525","  4,316.4",67.0,56.0,83.6,  53.6,  44.6,   1.8,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          81,24.0,           9,3.0,          72,21.0,         160,47.0,         103,30.0,         344,483.5,50.2,         276,5.0,          67,19.0,           7,2.0,          60,17.0,         177,51.0,         100,29.0,         344,481.2,44.8,         277,6.0,Requiring assistance or intervention,In need of focused/targeted support,7.0,72.0
Boston: Eliot K-8 Innovation School,00350096,Public School,Boston,MA,02113,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      58,      77,      79,      82,      87,      94,      63,      81,      24,      30,       0,       0,       0,       0,       0,     675,     119,  17.6,      70,  10.4,     126,  18.7, , ,     276,  40.9,     116,  17.2,5.2,9.5,17.5,61.3,0.0,0.1,6.4,52.6,47.4,     427,19.5,        686,46.3,97.9,14.6,72.0,93.3,89.8,"    $451,170,740"," $104,525","  4,316.4",53.0,51.0,96.2,  15.7,  82.4,   2.0,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         269,72.0,          89,24.0,         180,48.0,          77,20.0,          30,8.0,         376,512.1,54.6,         279,85.0,         275,73.0,         120,32.0,         155,41.0,          79,21.0,          21,6.0,         375,516.4,61.1,         278,96.0,Not requiring assistance or intervention,Substantial progress toward targets,78.0,61.0
Boston: Ellis Elementary School,00350072,Public School,Roxbury,MA,02119,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      47,      64,      70,      72,      60,      63,      39,       0,       0,       0,       0,       0,       0,       0,       0,     415,     181,  43.6,     167,  40.2,      52,  12.5, , ,     367,  88.4,     336,  81.0,40.0,0.5,54.2,2.7,0.7,0.0,1.9,49.4,50.6,     194,14.9,        390,33.3,100.0,12.5,83.1,94.0,85.3,"    $451,170,740"," $104,525","  4,316.4",37.0,36.0,97.3,   0.0,  72.2,  25.0,   2.8,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          16,12.0,           0,0.0,          16,12.0,          71,52.0,          50,36.0,         137,478.2,34.7,          84,3.0,          19,14.0,           0,0.0,          19,14.0,          61,45.0,          56,41.0,         136,474.4,41.3,          83,2.0,Requiring assistance or intervention,In need of focused/targeted support,2.0,39.0
Boston: Ellison-Parks Early Education School,00350008,Public School,Mattapan,MA,02126,"PK,K,01,02,03",Boston,00350000,Public School District,      49,      38,      36,      36,      32,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     191,     119,  62.3,     117,  61.3,      47,  24.6, , ,     173,  90.6,     131,  68.6,55.0,1.0,38.7,2.1,0.5,0.0,2.6,54.5,45.5,      80,16.7,        200,18.8,97.3,10.1,76.2,89.2,85.7,"    $451,170,740"," $104,525","  4,316.4",23.0,3.0,13.0,-,-,-,-,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           6,20.0,           2,7.0,           4,13.0,          21,70.0,           3,10.0,          30,489.7,,,12.0,           8,27.0,           1,3.0,           7,23.0,          12,40.0,          10,33.0,          30,484.8,,,9.0,Not requiring assistance or intervention,Moderate progress toward targets,,27.0
Boston: English High School,00350535,Public School,Jamaica Plain,MA,02130,"07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     165,      99,     122,     135,       0,     521,     301,  57.8,     206,  39.5,     109,  20.9, , ,     446,  85.6,     358,  68.7,37.4,1.0,58.5,1.7,0.4,0.2,0.8,59.5,40.5,     420,16.5,        617,48.0,83.6,10.9,71.1,81.6,71.2,"    $451,170,740"," $104,525","  4,316.4",59.0,44.0,74.6,  18.2,  81.8,   0.0,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",       130,76.9,7.7,0.8,0.8,13.8,0.0,     521,18.0,3.5,128.0,65.0,50.8,0.8,10.9,30.5,8.6,30.5,0.0,7.8,19.5,128.0,8.0,6.3,      20,      23,17.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,100.0,0.0,68.0,424.0,434.0,         260,         107,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of broad/comprehensive support,8.0,57.0
Boston: Everett Elementary School,00350088,Public School,Dorchester,MA,02125,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      20,      43,      37,      43,      35,      40,      46,       0,       0,       0,       0,       0,       0,       0,       0,     264,     106,  40.2,      73,  27.7,      54,  20.5, , ,     223,  84.5,     172,  65.2,45.8,17.8,26.9,3.8,0.8,0.0,4.9,51.9,48.1,     101,17.4,        255,18.0,100.0,14.7,77.6,100.0,95.0,"    $451,170,740"," $104,525","  4,316.4",22.0,21.0,95.5,  42.9,  52.4,   0.0,   4.8,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          45,41.0,           3,3.0,          42,38.0,          59,54.0,           6,5.0,         110,496.4,55.0,          74,28.0,          46,42.0,           2,2.0,          44,40.0,          55,50.0,           9,8.0,         110,496.0,60.9,          73,36.0,Not requiring assistance or intervention,Meeting or exceeding targets,40.0,77.0
Boston: Excel High School,00350522,Public School,South Boston,MA,02127,"09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     128,     135,     134,     121,       0,     518,     258,  49.8,     159,  30.7,     127,  24.5, , ,     435,  84.0,     328,  63.3,38.0,17.8,33.4,9.1,0.4,0.0,1.4,59.8,40.2,     216,14.8,        520,45.8,91.6,11.3,63.4,84.5,79.6,"    $451,170,740"," $104,525","  4,316.4",55.0,46.0,83.6,  10.9,  84.8,   4.3,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",       167,72.5,10.8,0.0,2.4,14.4,0.0,     518,28.0,5.4,134.0,63.0,47.0,0.0,10.4,23.1,13.4,22.4,3.0,8.2,23.8,134.0,11.0,8.2,      47,      74,23.0,21.0,3.0,0.0,0.0,57.0,13.0,4.0,0.0,0.0,94.6,5.4,73.0,436.0,463.0,         251,          50,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of broad/comprehensive support,6.0,46.0
Boston: Fenway High School,00350540,Public School,Roxbury,MA,02120,"09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     104,      93,      93,      84,       3,     377,     224,  59.4,      96,  25.5,      71,  18.8, , ,     285,  75.6,     202,  53.6,28.6,3.4,62.3,4.0,0.3,0.3,1.1,47.7,52.3,      79,21.6,        371,32.0,85.1,11.8,88.8,98.4,69.4,"    $451,170,740"," $104,525","  4,316.4",38.0,26.0,68.4,  38.5,  57.7,   3.8,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",        89,91.0,5.6,0.0,1.1,2.2,0.0,     374,2.0,0.5,82.0,63.0,76.8,0.0,26.8,17.1,32.9,17.1,6.1,22.0,59.7,82.0,24.0,29.3,      13,      13,13.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,7.7,92.3,107.0,451.0,467.0,         171,         130,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Moderate progress toward targets,22.0,44.0
Boston: Frederick Pilot Middle School,00350383,Public School,Dorchester,MA,02121,"06,07,08",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,     125,     161,     167,       0,       0,       0,       0,       0,     453,     238,  52.5,     189,  41.7,     141,  31.1, , ,     422,  93.2,     332,  73.3,45.0,7.1,43.3,1.3,0.0,0.2,3.1,55.4,44.6,     233,16.9,        525,47.2,94.7,9.6,65.4,77.1,60.0,"    $451,170,740"," $104,525","  4,316.4",56.0,47.0,83.9,   6.4,  93.6,   0.0,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          34,9.0,           0,0.0,          34,9.0,         151,38.0,         215,54.0,         400,470.4,39.8,         316,2.0,          40,10.0,           1,0.0,          39,10.0,         195,49.0,         163,41.0,         398,476.0,41.4,         318,3.0,Requiring assistance or intervention,In need of focused/targeted support,2.0,52.0
Boston: Gardner Pilot Academy,00350326,Public School,Allston,MA,02134,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      26,      39,      43,      40,      40,      39,      36,      48,      36,      36,       0,       0,       0,       0,       0,     383,     246,  64.2,     194,  50.7,     110,  28.7, , ,     325,  84.9,     225,  58.7,11.7,4.2,65.5,14.1,0.0,0.0,4.4,52.0,48.0,     148,18.2,        388,35.1,94.6,10.9,85.8,97.2,81.1,"    $451,170,740"," $104,525","  4,316.4",40.0,39.0,97.5,  43.6,  53.8,   2.6,   0.0,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          58,25.0,           9,4.0,          49,21.0,         125,55.0,          45,20.0,         228,488.1,47.6,         185,9.0,          56,25.0,           9,4.0,          47,21.0,         119,52.0,          53,23.0,         228,486.2,53.9,         185,11.0,Not requiring assistance or intervention,Substantial progress toward targets,16.0,54.0
Boston: Greater Egleston High School,00350543,Public School,Roxbury,MA,02119,"09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      12,      20,      28,      35,       0,      95,      45,  47.4,      18,  18.9,      16,  16.8, , ,      77,  81.1,      61,  64.2,36.8,1.1,52.6,2.1,2.1,0.0,5.3,47.4,52.6,      56,6.6,         81,10.9,91.7,8.8,73.5,91.0,75.0,"    $451,170,740"," $104,525","  4,316.4",14.0,3.0,21.4,-,-,-,-,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",        41,41.5,36.6,2.4,2.4,17.1,0.0,      95,30.0,31.6,27.0,6.0,22.2,0.0,0.0,22.2,0.0,22.2,0.0,0.0,0.0,27.0,0.0,0.0,,,,,,,,,,,,,,,2.0,,,          41,           7,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
