School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Dedham: Oakdale,00730030,Public School,Dedham,MA,02026,"01,02,03,04,05",Dedham,00730000,Public School District,       0,       0,      57,      71,      68,      68,      80,       0,       0,       0,       0,       0,       0,       0,0.0,     344,      26,   7.6,      11,   3.2,      57,  16.6, , , , ,   5.2,   2.0,   6.4,  84.0,   0.0,   0.0,   2.3,  51.7,  48.3,      83,18.3,        344,26.5,100.0,     140,100.0,  13.0 to 1,"     $16,214,265","  $69,829",    232.2,"          $41,580,674.63","           2,817.9","              $14,755.91","          $46,895,538.67","           2,923.7","              $16,039.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Dedham: Riverdale,00730045,Public School,Dedham,MA,02026,"01,02,03,04,05",Dedham,00730000,Public School District,       0,       0,      38,      45,      48,      45,      52,       0,       0,       0,       0,       0,       0,       0,0.0,     228,      23,  10.1,      11,   4.8,      70,  30.7, , , , ,   6.6,   3.1,   9.2,  77.6,   0.9,   0.0,   2.6,  53.1,  46.9,      58,17.4,        228,19.3,100.0,      92,100.0,  11.8 to 1,"     $16,214,265","  $69,829",    232.2,"          $41,580,674.63","           2,817.9","              $14,755.91","          $46,895,538.67","           2,923.7","              $16,039.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
Deerfield: Deerfield Elementary,00740015,Public School,South Deerfield,MA,01373,"PK,K,01,02,03,04,05,06",Deerfield,00740000,Public School District,      31,      49,      57,      57,      70,      69,      62,      69,       0,       0,       0,       0,       0,       0,0.0,     464,      12,   2.6,      10,   2.2,      78,  16.8, , , , ,   1.1,   1.9,   3.9,  90.9,   0.2,   0.0,   1.9,  54.7,  45.3,     116,19.4,        464,37.0,100.0,     191,97.4,  12.6 to 1,"      $2,141,114","  $57,868",     37.0,"           $5,763,141.26",             460.5,"              $12,514.96","           $5,962,543.26",             477.9,"              $12,476.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
Dennis-Yarmouth: Dennis-Yarmouth Intermediate School,06450050,Public School,South Yarmouth,MA,02664,"04,05",Dennis-Yarmouth,06450000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $18,537,184","  $66,275",    279.7,"          $44,246,514.12","           3,004.3","              $14,727.73","          $51,102,530.69","           3,528.8","              $14,481.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis-Yarmouth: Dennis-Yarmouth Middle School,06450305,Public School,South Yarmouth,MA,02664,"06,07",Dennis-Yarmouth,06450000,Public School District,       0,       0,       0,       0,       0,       0,       0,     120,     169,      87,       0,       0,       0,       0,0.0,     376,      35,   9.3,      21,   5.6,      75,  19.9, , , , ,   3.7,   3.2,   7.4,  78.5,   1.9,   0.0,   5.3,  52.1,  47.9,     274,15.2,        375,37.8,97.4,     271,100.0,   9.9 to 1,"     $18,537,184","  $66,275",    279.7,"          $44,246,514.12","           3,004.3","              $14,727.73","          $51,102,530.69","           3,528.8","              $14,481.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
Dennis-Yarmouth: Dennis-Yarmouth Regional High,06450505,Public School,South Yarmouth,MA,02664,"08,09,10,11,12",Dennis-Yarmouth,06450000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,      87,     195,     203,     211,     209,6.0,     911,      67,   7.4,      24,   2.6,     112,  12.3, , , , ,   6.1,   1.4,   8.0,  78.3,   1.0,   0.1,   5.0,  53.2,  46.8,     448,16.0,        908,73.8,100.0,     411,99.8,  12.3 to 1,"     $18,537,184","  $66,275",    279.7,"          $44,246,514.12","           3,004.3","              $14,727.73","          $51,102,530.69","           3,528.8","              $14,481.56",       227,83.7,6.6,2.2,0.9,6.6,0.0,     818,22.0,2.7,,,,,,,,,,,194.0,114.0,58.8,104.0,     218,38.0,30.0,25.0,10.0,1.0,28.0,45.0,69.0,49.0,27.0,33.5,66.5,146.0,492.0,501.0,84.0
Dennis-Yarmouth: Ezra H Baker Innovation School,06450005,Public School,West Dennis,MA,02670,"PK,K,01,02,03",Dennis-Yarmouth,06450000,Public School District,      24,      84,      76,      83,      90,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     357,      23,   6.4,      20,   5.6,      62,  17.4, , , , ,   7.3,   0.8,   5.9,  78.2,   2.2,   0.0,   5.6,  51.3,  48.7,      70,19.4,        355,36.5,100.0,     126,100.0,   9.8 to 1,"     $18,537,184","  $66,275",    279.7,"          $44,246,514.12","           3,004.3","              $14,727.73","          $51,102,530.69","           3,528.8","              $14,481.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis-Yarmouth: Marguerite E Small Elementary,06450015,Public School,West Yarmouth,MA,02673,"PK,K,01,02,03",Dennis-Yarmouth,06450000,Public School District,       0,       0,       0,       0,       0,     166,     160,       0,       0,       0,       0,       0,       0,       0,0.0,     326,      36,  11.0,      25,   7.7,      59,  18.1, , , , ,   4.6,   3.4,   9.5,  73.6,   3.1,   0.0,   5.8,  49.1,  50.9,      90,20.2,        326,26.8,100.0,     119,100.0,  12.2 to 1,"     $18,537,184","  $66,275",    279.7,"          $44,246,514.12","           3,004.3","              $14,727.73","          $51,102,530.69","           3,528.8","              $14,481.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
Dennis-Yarmouth: Station Avenue Elementary,06450025,Public School,South Yarmouth,MA,02664,"K,01,02,03",Dennis-Yarmouth,06450000,Public School District,       0,     107,      94,     112,      93,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     406,      61,  15.0,      42,  10.3,      25,   6.2, , , , ,   6.2,   2.2,   8.9,  72.4,   4.2,   0.0,   6.2,  49.3,  50.7,      80,20.3,        406,34.2,100.0,     140,100.0,  11.9 to 1,"     $18,537,184","  $66,275",    279.7,"          $44,246,514.12","           3,004.3","              $14,727.73","          $51,102,530.69","           3,528.8","              $14,481.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dighton-Rehoboth: Dighton Elementary,06500005,Public School,Dighton,MA,02715,"PK,K,01,02,03,04",Dighton-Rehoboth,06500000,Public School District,       0,      82,      93,      69,     115,      85,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     444,       1,   0.2,       1,   0.2,      60,  13.5, , , , ,   0.9,   2.0,   2.0,  92.3,   0.2,   0.0,   2.5,  54.5,  45.5,     147,21.5,        445,32.1,100.0,      84,100.0,  13.8 to 1,"     $14,031,607","  $62,363",    225.0,"          $33,954,258.39","           3,147.0","              $10,789.41","          $37,380,411.39","           3,214.1","              $11,630.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
Dighton-Rehoboth: Dighton Middle School,06500305,Public School,Dighton,MA,02715,"05,06,07,08",Dighton-Rehoboth,06500000,Public School District,       0,       0,       0,       0,       0,       0,      91,     111,     110,      89,       0,       0,       0,       0,0.0,     401,       2,   0.5,       1,   0.2,      55,  13.7, , , , ,   0.7,   1.5,   2.2,  92.5,   0.0,   0.0,   3.0,  58.1,  41.9,     294,15.1,        401,29.0,100.0,     181,100.0,  13.8 to 1,"     $14,031,607","  $62,363",    225.0,"          $33,954,258.39","           3,147.0","              $10,789.41","          $37,380,411.39","           3,214.1","              $11,630.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
Dighton-Rehoboth: Dighton-Rehoboth Regional High School,06500505,Public School,North Dighton,MA,02764,"PK,09,10,11,12",Dighton-Rehoboth,06500000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     240,     201,     241,     264,8.0,     954,       5,   0.5,       1,   0.1,     122,  12.8, , , , ,   0.8,   0.9,   2.5,  93.6,   0.0,   0.0,   2.1,  52.2,  47.8,     384,18.6,        947,77.6,98.7,     347,100.0,  12.3 to 1,"     $14,031,607","  $62,363",    225.0,"          $33,954,258.39","           3,147.0","              $10,789.41","          $37,380,411.39","           3,214.1","              $11,630.13",       271,95.9,0.4,0.0,0.4,3.3,0.0,     946,7.0,0.7,,,,,,,,,,,267.0,267.0,100.0,76.0,     129,38.0,26.0,9.0,3.0,0.0,4.0,20.0,37.0,47.0,21.0,18.6,81.4,192.0,502.0,518.0,70.0
Dighton-Rehoboth: Dorothy L Beckwith,06500310,Public School,Rehoboth,MA,02769,"05,06,07,08",Dighton-Rehoboth,06500000,Public School District,       0,       0,       0,       0,       0,       0,     163,     148,     167,     155,       0,       0,       0,       0,0.0,     633,      13,   2.1,       0,   0.0,      91,  14.4, , , , ,   0.3,   0.6,   2.7,  93.7,   0.2,   0.0,   2.5,  51.7,  48.3,     254,21.3,        633,41.9,100.0,     240,99.2,  15.1 to 1,"     $14,031,607","  $62,363",    225.0,"          $33,954,258.39","           3,147.0","              $10,789.41","          $37,380,411.39","           3,214.1","              $11,630.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
Dighton-Rehoboth: Palmer River,06500010,Public School,Rehoboth,MA,02769,"PK,K,01,02,03,04",Dighton-Rehoboth,06500000,Public School District,      83,     112,     136,     131,     132,     130,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     724,      11,   1.5,       5,   0.7,      90,  12.4, , , , ,   0.6,   0.8,   3.0,  93.0,   0.0,   0.0,   2.6,  52.6,  47.4,     153,22.4,        724,44.4,100.0,     211,100.0,  16.3 to 1,"     $14,031,607","  $62,363",    225.0,"          $33,954,258.39","           3,147.0","              $10,789.41","          $37,380,411.39","           3,214.1","              $11,630.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
Douglas: Douglas Elementary School,00770015,Public School,Douglas,MA,01516,"02,03,04,05",Douglas,00770000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $6,966,687","  $64,506",    108.0,"          $16,442,107.29","           1,659.2","               $9,909.66","          $17,264,375.00","           1,714.4","              $10,070.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas: Douglas High School,00770505,Public School,Douglas,MA,01516,"09,10,11,12",Douglas,00770000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,     136,     120,     129,      95,     118,0.0,     598,       4,   0.7,       0,   0.0,      91,  15.2, , , , ,   0.2,   0.3,   1.3,  97.3,   0.0,   0.3,   0.5,  51.8,  48.2,     277,17.7,        598,45.1,97.8,     197,95.4,  13.3 to 1,"      $6,966,687","  $64,506",    108.0,"          $16,442,107.29","           1,659.2","               $9,909.66","          $17,264,375.00","           1,714.4","              $10,070.21",       128,85.2,6.3,0.0,2.3,6.3,0.0,     462,13.0,2.8,,,,,,,,,,,109.0,62.0,56.9,80.0,     130,46.0,21.0,10.0,3.0,0.0,22.0,27.0,43.0,28.0,10.0,37.7,62.3,86.0,504.0,513.0,55.0
Douglas: Douglas Middle School,00770305,Public School,Douglas,MA,01516,"06,07,08",Douglas,00770000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $6,966,687","  $64,506",    108.0,"          $16,442,107.29","           1,659.2","               $9,909.66","          $17,264,375.00","           1,714.4","              $10,070.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas: Douglas Primary School,00770005,Public School,Douglas,MA,01516,"PK,K,01",Douglas,00770000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $6,966,687","  $64,506",    108.0,"          $16,442,107.29","           1,659.2","               $9,909.66","          $17,264,375.00","           1,714.4","              $10,070.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dover: Chickering,00780005,Public School,Dover,MA,02030,"PK,K,01,02,03,04,05",Dover,00780000,Public School District,       0,      68,      74,      91,      88,     102,      89,       0,       0,       0,       0,       0,       0,       0,0.0,     512,      24,   4.7,      16,   3.1,      53,  10.4, , , , ,   3.3,   8.2,   2.5,  83.0,   0.0,   0.0,   2.9,  55.3,  44.7,     183,18.3,        512,41.7,100.0,     199,100.0,  12.3 to 1,"      $3,833,607","  $91,933",     41.7,"           $8,066,613.00",             521.5,"              $15,468.10","           $9,751,493.00",             532.5,"              $18,312.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Dover-Sherborn: Dover-Sherborn Regional High,06550505,Public School,Dover,MA,02030,"09,10,11,12",Dover-Sherborn,06550000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     158,     153,     167,     159,0.0,     637,      12,   1.9,       1,   0.2,      71,  11.1, , , , ,   1.9,   4.6,   2.4,  90.6,   0.0,   0.0,   0.6,  49.3,  50.7,     358,13.5,        636,53.8,99.6,     301,97.0,  11.8 to 1,"      $8,849,499","  $90,578",     97.7,"          $19,298,602.00","           1,181.3","              $16,336.75","          $19,935,660.00","           1,213.1","              $16,433.65",       154,100.0,0.0,0.0,0.0,0.0,0.0,     637,3.0,0.5,,,,,,,,,,,155.0,155.0,100.0,185.0,     423,51.0,62.0,44.0,24.0,4.0,3.0,14.0,66.0,110.0,230.0,4.0,96.0,156.0,598.0,622.0,99.0
Dover-Sherborn: Dover-Sherborn Regional Middle School,06550405,Public School,Dover,MA,02030,"06,07,08",Dover-Sherborn,06550000,Public School District,       0,       0,       0,       0,       0,       0,       0,     192,     168,     194,       0,       0,       0,       0,0.0,     554,      10,   1.8,       2,   0.4,      66,  11.9, , , , ,   2.0,   6.5,   1.3,  87.7,   0.0,   0.0,   2.5,  49.5,  50.5,     260,17.6,        554,43.9,100.0,     222,100.0,  12.6 to 1,"      $8,849,499","  $90,578",     97.7,"          $19,298,602.00","           1,181.3","              $16,336.75","          $19,935,660.00","           1,213.1","              $16,433.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
Dracut: Brookside Elementary,00790035,Public School,Dracut,MA,01826,"PK,K,01,02,03,04,05",Dracut,00790000,Public School District,       0,     147,     119,     116,     116,     149,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     647,      20,   3.1,      15,   2.3,      77,  11.9, , , , ,   3.9,   7.9,   7.1,  80.1,   0.0,   0.0,   1.1,  51.5,  48.5,     253,23.7,        647,36.4,100.0,     247,100.0,  17.8 to 1,"     $15,461,188","  $66,586",    232.2,"          $38,679,052.00","           3,957.7","               $9,773.11","          $42,650,616.00","           4,088.7","              $10,431.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
Dracut: Dracut Senior High,00790505,Public School,Dracut,MA,01826,"09,10,11,12",Dracut,00790000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     309,     294,     237,     240,1.0,"   1,081",      45,   4.2,       3,   0.3,      83,   7.7, , , , ,   3.5,   4.8,   5.8,  84.6,   0.0,   0.1,   1.2,  51.5,  48.5,     362,20.4,"      1,080",67.2,98.5,     293,95.6,  16.1 to 1,"     $15,461,188","  $66,586",    232.2,"          $38,679,052.00","           3,957.7","               $9,773.11","          $42,650,616.00","           4,088.7","              $10,431.34",       264,88.6,2.7,1.1,3.4,4.2,0.0,"   1,080",19.0,1.8,,,,,,,,,,,239.0,239.0,100.0,144.0,     263,61.0,54.0,23.0,5.0,1.0,36.0,56.0,73.0,68.0,30.0,35.0,65.0,196.0,502.0,510.0,43.0
Dracut: George H. Englesby Elementary School,00790045,Public School,Dracut,MA,01826,"K,01,02,03,04,05",Dracut,00790000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $15,461,188","  $66,586",    232.2,"          $38,679,052.00","           3,957.7","               $9,773.11","          $42,650,616.00","           4,088.7","              $10,431.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracut: Greenmont Avenue,00790030,Public School,Dracut,MA,01826,"K,01,02,03,04,05",Dracut,00790000,Public School District,       0,      46,      49,      54,      36,      53,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     238,       6,   2.5,       1,   0.4,      26,  10.9, , , , ,   3.8,   2.5,   4.2,  87.4,   0.0,   0.4,   1.7,  50.0,  50.0,      97,23.8,        238,13.0,100.0,      97,100.0,  18.3 to 1,"     $15,461,188","  $66,586",    232.2,"          $38,679,052.00","           3,957.7","               $9,773.11","          $42,650,616.00","           4,088.7","              $10,431.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
Dracut: Joseph A Campbell Elementary,00790020,Public School,Dracut,MA,01826,"PK,K,01,02,03,04,05",Dracut,00790000,Public School District,      45,     103,     116,      99,     109,     127,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     599,      13,   2.2,       5,   0.8,      74,  12.4, , , , ,   3.5,   5.0,   5.0,  84.6,   0.0,   0.0,   1.8,  53.3,  46.7,     219,24.9,        598,33.1,100.0,     233,97.9,  18.1 to 1,"     $15,461,188","  $66,586",    232.2,"          $38,679,052.00","           3,957.7","               $9,773.11","          $42,650,616.00","           4,088.7","              $10,431.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
Dracut: Justus C. Richardson Middle School,00790410,Public School,Dracut,MA,01826,"06,07,08",Dracut,00790000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     315,     339,       0,       0,       0,       0,0.0,     654,      32,   4.9,       2,   0.3,      79,  12.1, , , , ,   2.1,   3.7,   5.0,  87.5,   0.0,   0.2,   1.5,  50.2,  49.8,     284,19.3,        654,38.7,100.0,     207,100.0,  16.9 to 1,"     $15,461,188","  $66,586",    232.2,"          $38,679,052.00","           3,957.7","               $9,773.11","          $42,650,616.00","           4,088.7","              $10,431.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
Dudley Street Neighborhood Charter School (District): Dudley Street Neighborhood Charter School,04070405,Charter School,Boston,MA,02119,"PK,K,01,02,03,04,05",Dudley Street Neighborhood Charter School (District),04070000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudley-Charlton Reg: Charlton Elementary,06580020,Public School,Charlton,MA,01507,"PK,K,01",Dudley-Charlton Reg,06580000,Public School District,      78,     125,     179,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     382,      16,   4.2,      12,   3.1,      64,  16.8, , , , ,   0.5,   0.0,   3.9,  92.1,   0.0,   1.8,   1.6,  52.6,  47.4,      97,20.9,        382,26.1,96.2,     127,97.6,  14.6 to 1,"     $17,964,036","  $64,318",    279.3,"          $41,853,364.65","           4,142.1","              $10,104.38","          $44,941,176.53","           4,230.3","              $10,623.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
