School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Cambridge: John M Tobin,00490065,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      85,      38,      40,      39,      29,      29,      32,       0,       0,       0,       0,       0,       0,       0,       0,     292,      80,27.4,       1,0.3,      38,13.0, , ,     120,41.1,      93,31.8,26.0,13.7,8.9,38.7,0.3,0.0,12.3,49.3,50.7,     215,9.0,        298,20.8,100.0,     184,100.0,14.1,"     $50,658,612","  $78,456",    645.7,28.0,      26,  92.9,  42.3,  57.7,   0.0,   0.0,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
Cambridge: Kennedy-Longfellow,00490040,Public School,Cambridge,MA,02141,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      39,      55,      46,      32,      21,      34,      31,       0,       0,       0,       0,       0,       0,       0,       0,     258,      90,34.9,      36,14.0,      39,15.1, , ,     151,58.5,      93,36.0,22.9,18.2,20.9,32.2,0.0,0.0,5.8,51.6,48.4,     147,12.9,        256,27.9,100.0,     129,90.7,9.2,"     $50,658,612","  $78,456",    645.7,42.0,      41,  97.6,  22.0,  73.2,   4.9,   0.0,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
Cambridge: King Open,00490035,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      29,      61,      47,      51,      46,      39,      43,       0,       0,       0,       0,       0,       0,       0,       0,     316,      91,28.8,      22,7.0,      81,25.6, , ,     145,45.9,      85,26.9,17.1,7.9,14.6,50.9,0.6,0.0,8.9,55.4,44.6,     199,12.1,        307,30.9,100.0,     195,100.0,10.2,"     $50,658,612","  $78,456",    645.7,38.0,      38, 100.0,  34.2,  65.8,   0.0,   0.0,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
Cambridge: Maria L. Baldwin,00490005,Public School,Cambridge,MA,02138,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      54,      67,      43,      47,      44,      46,      42,       0,       0,       0,       0,       0,       0,       0,       0,     343,      76,22.2,      25,7.3,      79,23.0, , ,     130,37.9,      72,21.0,23.3,12.0,9.0,46.6,0.6,0.0,8.5,53.6,46.4,     169,15.6,        341,30.4,100.0,     173,100.0,11.3,"     $50,658,612","  $78,456",    645.7,42.0,      40,  95.2,  37.5,  60.0,   2.5,   0.0,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
Cambridge: Martin Luther King Jr.,00490030,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      39,      53,      46,      45,      32,      26,      27,       0,       0,       0,       0,       0,       0,       0,       0,     268,      87,32.5,      27,10.1,      36,13.4, , ,     124,46.3,      84,31.3,29.9,23.5,11.2,23.9,0.0,0.0,11.6,42.9,57.1,     189,12.2,        251,31.2,90.4,     165,89.7,8.6,"     $50,658,612","  $78,456",    645.7,48.0,      46,  95.8,  23.9,  69.6,   6.5,   0.0,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
Cambridge: Morse,00490045,Public School,Cambridge,MA,02139,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      52,      49,      38,      45,      38,      42,      38,       0,       0,       0,       0,       0,       0,       0,       0,     302,      71,23.5,      18,6.0,      85,28.1, , ,     156,51.7,     107,35.4,29.8,14.2,10.3,33.4,0.3,0.7,11.3,52.3,47.7,     201,12.5,        303,29.9,100.0,     185,100.0,10.1,"     $50,658,612","  $78,456",    645.7,40.0,      19,  47.5,  36.8,  63.2,   0.0,   0.0,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
Cambridge: Peabody,00490050,Public School,Cambridge,MA,02140,"PK,K,01,02,03,04,05",Cambridge,00490000,Public School District,      46,      50,      46,      43,      45,      45,      45,       0,       0,       0,       0,       0,       0,       0,       0,     320,      65,20.3,      13,4.1,      53,16.6, , ,     126,39.4,      96,30.0,29.1,11.3,7.8,45.3,0.0,0.3,6.3,45.3,54.7,     134,19.1,        319,26.4,100.0,     122,100.0,12.1,"     $50,658,612","  $78,456",    645.7,35.0,      32,  91.4,  34.4,  65.6,   0.0,   0.0,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
Cambridge: Putnam Avenue Upper School,00490310,Public School,Cambridge,MA,02139,"06,07,08",Cambridge,00490000,Public School District,       0,       0,       0,       0,       0,       0,       0,      82,      79,      65,       0,       0,       0,       0,       0,     226,      52,23.0,       3,1.3,      60,26.5, , ,     132,58.4,     102,45.1,42.5,11.1,13.3,27.9,0.9,0.4,4.0,45.6,54.4,     181,14.6,        218,27.9,96.4,     128,96.1,8.1,"     $50,658,612","  $78,456",    645.7,38.0,      22,  57.9,   9.1,  68.2,   9.1,  13.6,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
Cambridge: Rindge Avenue Upper School,00490315,Public School,Cambridge,MA,02140,"06,07,08",Cambridge,00490000,Public School District,       0,       0,       0,       0,       0,       0,       0,      79,      95,      89,       0,       0,       0,       0,       0,     263,      46,17.5,       5,1.9,      66,25.1, , ,     107,40.7,      61,23.2,29.3,12.9,14.1,38.0,0.0,0.0,5.7,50.2,49.8,     161,16.7,        273,28.8,96.5,     123,91.1,9.1,"     $50,658,612","  $78,456",    645.7,36.0,      29,  80.6,  31.0,  62.1,   6.9,   0.0,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
Cambridge: Vassal Lane Upper School,00490320,Public School,Cambridge,MA,02141,"06,07,08",Cambridge,00490000,Public School District,       0,       0,       0,       0,       0,       0,       0,      92,     100,      94,       0,       0,       0,       0,       0,     286,      93,32.5,      34,11.9,      69,24.1, , ,     145,50.7,      82,28.7,29.4,15.0,8.7,37.8,1.4,0.3,7.3,56.6,43.4,     187,16.3,        288,34.6,100.0,     142,100.0,8.3,"     $50,658,612","  $78,456",    645.7,40.0,      31,  77.5,  19.4,  67.7,   9.7,   3.2,"         $168,307,566.00","           6,428.0","              $26,183.50","         $194,321,971.00","           7,048.6","              $27,568.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
Canton: Canton High,00500505,Public School,Canton,MA,02021,"09,10,11,12",Canton,00500000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     247,     216,     222,     228,       0,     913,      32,3.5,       5,0.5,      78,8.5, , ,     152,16.6,      80,8.8,11.8,6.7,3.5,74.9,0.0,0.1,3.0,50.4,49.6,     538,17.6,        932,73.0,100.0,     376,99.2,12.5,"     $18,615,345","  $77,664",    239.7,87.0,      65,  74.7,   0.0,  89.2,  10.8,   0.0,"          $44,371,614.00","           3,359.4","              $13,208.20","          $48,664,018.00","           3,434.9","              $14,167.52",227.0,96.5,1.8,0.0,0.4,1.3,0.0,     913,2.0,0.2,219.0,189.0,86.3,0.0,34.2,12.8,39.3,12.8,5.9,15.1,73.5,219.0,196.0,89.5,220.0,     455,94.0,66.0,31.0,15.0,14.0,63.0,108.0,132.0,83.0,69.0,37.6,62.4,200.0,525.0,541.0,70.0
Canton: Dean S Luce,00500020,Public School,Canton,MA,02021,"K,01,02,03,04,05",Canton,00500000,Public School District,       0,      88,      94,      97,      80,      92,     103,       0,       0,       0,       0,       0,       0,       0,       0,     554,      33,6.0,      18,3.2,      80,14.4, , ,     163,29.4,      81,14.6,9.6,11.7,3.8,69.1,0.0,0.9,4.9,50.9,49.1,     334,19.3,        554,35.2,100.0,     165,100.0,15.7,"     $18,615,345","  $77,664",    239.7,46.0,      44,  95.7,   2.3,  90.9,   4.5,   2.3,"          $44,371,614.00","           3,359.4","              $13,208.20","          $48,664,018.00","           3,434.9","              $14,167.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
Canton: John F Kennedy,00500017,Public School,Canton,MA,02021,"K,01,02,03,04,05",Canton,00500000,Public School District,       0,     104,      59,      83,      82,      83,      88,       0,       0,       0,       0,       0,       0,       0,       0,     499,      17,3.4,      14,2.8,      60,12.0, , ,      98,19.6,      34,6.8,5.4,10.6,3.4,77.6,0.0,0.0,3.0,51.7,48.3,     277,20.8,        493,34.6,100.0,     141,100.0,14.4,"     $18,615,345","  $77,664",    239.7,41.0,      38,  92.7,   7.9,  86.8,   5.3,   0.0,"          $44,371,614.00","           3,359.4","              $13,208.20","          $48,664,018.00","           3,434.9","              $14,167.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
Canton: Lt Peter M Hansen,00500012,Public School,Canton,MA,02021,"K,01,02,03,04,05",Canton,00500000,Public School District,       0,      64,      85,      70,      87,      78,      95,       0,       0,       0,       0,       0,       0,       0,       0,     479,       9,1.9,       8,1.7,      44,9.2, , ,     107,22.3,      58,12.1,14.0,7.9,4.6,69.9,0.2,0.0,3.3,46.6,53.4,     269,20.8,        478,32.3,100.0,     132,100.0,14.8,"     $18,615,345","  $77,664",    239.7,42.0,      38,  90.5,   2.6,  97.4,   0.0,   0.0,"          $44,371,614.00","           3,359.4","              $13,208.20","          $48,664,018.00","           3,434.9","              $14,167.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
Canton: Rodman Early Childhood Center,00500010,Public School,Canton,MA,02021,PK,Canton,00500000,Public School District,      83,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      83,       4,4.8,       0,0.0,      31,37.3, , ,      35,42.2,       9,10.8,13.3,6.0,2.4,71.1,1.2,0.0,6.0,48.2,51.8,      32,12.9,         93,5.0,100.0,      25,100.0,16.7,"     $18,615,345","  $77,664",    239.7,7.0,       7, 100.0,-,-,-,-,"          $44,371,614.00","           3,359.4","              $13,208.20","          $48,664,018.00","           3,434.9","              $14,167.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canton: Wm H Galvin Middle,00500305,Public School,Canton,MA,02021,"06,07,08",Canton,00500000,Public School District,       0,       0,       0,       0,       0,       0,       0,     272,     258,     268,       0,       0,       0,       0,       0,     798,      38,4.8,       8,1.0,      92,11.5, , ,     155,19.4,      79,9.9,9.0,10.9,3.4,72.3,0.1,0.0,4.3,49.2,50.8,     446,20.9,        801,55.6,100.0,     316,100.0,14.4,"     $18,615,345","  $77,664",    239.7,71.0,      64,  90.1,   4.7,  90.6,   4.7,   0.0,"          $44,371,614.00","           3,359.4","              $13,208.20","          $48,664,018.00","           3,434.9","              $14,167.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
Cape Cod Lighthouse Charter (District): Cape Cod Lighthouse Charter School,04320530,Charter School,East Harwich,MA,02645,"06,07,08",Cape Cod Lighthouse Charter (District),04320000,Charter District,       0,       0,       0,       0,       0,       0,       0,      80,      80,      80,       0,       0,       0,       0,       0,     240,       0,0.0,       0,0.0,      36,15.0, , ,      56,23.3,      28,11.7,1.7,1.7,2.9,89.6,0.0,0.0,4.2,47.1,52.9,      78,29.2,        240,21.8,83.5,      47,89.4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
Cape Cod Regional Vocational Technical: Cape Cod Region Vocational Technical,08150605,Public School,Harwich,MA,02645,"09,10,11,12",Cape Cod Regional Vocational Technical,08150000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     162,     172,     165,     144,       4,     647,      16,2.5,      13,2.0,     171,26.4, , ,     328,50.7,     198,30.6,4.9,0.5,9.1,79.1,1.4,0.0,4.9,60.3,39.7,     484,12.3,        642,72.2,92.5,     206,100.0,9.0,"      $4,980,425","  $68,981",     72.2,83.0,      80,  96.4,  25.0,  65.0,  10.0,   0.0,"          $15,543,882.00",             633.1,"              $24,552.02","          $15,553,882.00",             635.1,"              $24,490.44",134.0,88.1,5.2,0.7,1.5,4.5,0.0,     643,9.0,1.4,123.0,48.0,39.0,0.0,8.1,20.3,10.6,19.5,6.5,0.8,18.7,123.0,123.0,100.0,40.0,      48,32.0,8.0,0.0,0.0,0.0,6.0,30.0,11.0,1.0,0.0,75.0,25.0,48.0,453.0,460.0,39.0
Carlisle: Carlisle School,00510025,Public School,Carlisle,MA,01741,"PK,K,01,02,03,04,05,06,07,08",Carlisle,00510000,Public School District,      12,      52,      70,      58,      70,      70,      76,      72,      75,      86,       0,       0,       0,       0,       0,     641,      32,5.0,       8,1.2,      97,15.1, , ,     117,18.3,       8,1.2,0.8,10.3,2.7,78.0,0.0,0.0,8.3,52.9,47.1,     228,18.6,        644,58.1,100.0,     242,100.0,11.0,"      $5,297,703","  $91,182",     58.1,66.0,      66, 100.0,-,-,-,-,"          $11,116,511.00",             638.8,"              $17,402.18","          $11,656,795.00",             645.8,"              $18,050.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
Carver: Carver Elementary School,00520015,Public School,Carver,MA,02330,"PK,K,01,02,03,04,05",Carver,00520000,Public School District,      41,     126,     118,     124,     126,     138,     111,       0,       0,       0,       0,       0,       0,       0,       0,     784,       4,0.5,       3,0.4,     121,15.4, , ,     235,30.0,     152,19.4,0.6,0.3,1.5,96.8,0.0,0.1,0.6,52.2,47.8,     388,21.3,        806,51.9,98.1,     332,100.0,15.1,"      $8,237,964","  $66,921",    123.1,63.0,      55,  87.3,   9.1,  89.1,   1.8,   0.0,"          $22,082,455.00","           1,625.1","              $13,588.37","          $24,028,001.00","           1,684.7","              $14,262.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0
Carver: Carver Middle/High School,00520405,Public School,Carver,MA,02330,"06,07,08,09,10,11,12",Carver,00520000,Public School District,       0,       0,       0,       0,       0,       0,       0,     159,     129,     122,     127,     117,     106,      91,       6,     857,       2,0.2,       0,0.0,     170,19.8, , ,     262,30.6,     127,14.8,1.8,0.0,0.6,96.7,0.1,0.2,0.6,49.9,50.1,     435,15.2,        840,70.3,98.6,     317,95.9,12.2,"      $8,237,964","  $66,921",    123.1,83.0,      74,  89.2,   6.8,  89.2,   4.1,   0.0,"          $22,082,455.00","           1,625.1","              $13,588.37","          $24,028,001.00","           1,684.7","              $14,262.48",104.0,92.3,1.0,0.0,0.0,6.7,0.0,     441,6.0,1.4,94.0,65.0,69.1,0.0,20.2,22.3,26.6,22.3,11.7,7.4,46.8,94.0,94.0,100.0,84.0,     155,46.0,15.0,13.0,10.0,0.0,27.0,30.0,44.0,36.0,18.0,36.8,63.2,66.0,509.0,523.0,34.0
Central Berkshire: Becket Washington School,06350005,Public School,Becket,MA,01223,"PK,K,01,02,03,04,05",Central Berkshire,06350000,Public School District,      23,      18,      15,      16,      17,      14,      12,       0,       0,       0,       0,       0,       0,       0,       0,     115,       1,0.9,       1,0.9,      22,19.1, , ,      53,46.1,      39,33.9,0.0,0.0,3.5,95.7,0.0,0.0,0.9,53.0,47.0,      52,15.1,        109,8.0,100.0,      49,100.0,14.4,"      $9,712,824","  $69,081",    140.6,17.0,      17, 100.0,  23.5,  76.5,   0.0,   0.0,"          $27,207,476.00","           1,712.2","              $15,890.36","          $28,379,800.00","           1,878.8","              $15,105.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
Central Berkshire: Craneville,06350025,Public School,Dalton,MA,01226,"K,01,02,03,04,05",Central Berkshire,06350000,Public School District,      14,      57,      60,      71,      76,      64,      86,       0,       0,       0,       0,       0,       0,       0,       0,     428,       3,0.7,       2,0.5,      66,15.4, , ,     175,40.9,     133,31.1,0.9,0.7,3.0,92.1,0.0,0.0,3.3,55.6,44.4,     192,17.5,        428,30.2,100.0,     170,100.0,14.2,"      $9,712,824","  $69,081",    140.6,39.0,      39, 100.0,  30.8,  69.2,   0.0,   0.0,"          $27,207,476.00","           1,712.2","              $15,890.36","          $28,379,800.00","           1,878.8","              $15,105.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
Central Berkshire: Kittredge,06350035,Public School,Hinsdale,MA,01235,"PK,K,01,02,03,04,05",Central Berkshire,06350000,Public School District,      14,      14,      13,      24,      22,      19,      21,       0,       0,       0,       0,       0,       0,       0,       0,     127,       2,1.6,       2,1.6,      20,15.7, , ,      41,32.3,      26,20.5,1.6,3.1,4.7,88.2,0.0,0.0,2.4,55.9,44.1,      68,15.5,        132,12.4,100.0,      67,100.0,10.2,"      $9,712,824","  $69,081",    140.6,23.0,      23, 100.0,   8.7,  87.0,   0.0,   4.3,"          $27,207,476.00","           1,712.2","              $15,890.36","          $28,379,800.00","           1,878.8","              $15,105.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
Central Berkshire: Nessacus Regional Middle School,06350305,Public School,Dalton,MA,01226,"06,07,08",Central Berkshire,06350000,Public School District,       0,       0,       0,       0,       0,       0,       0,     148,     129,     168,       0,       0,       0,       0,       0,     445,       1,0.2,       0,0.0,      68,15.3, , ,     161,36.2,     116,26.1,0.7,0.9,3.6,92.1,0.2,0.0,2.5,52.6,47.4,     342,15.6,        444,36.8,100.0,     176,97.2,12.1,"      $9,712,824","  $69,081",    140.6,46.0,      44,  95.7,   0.0,  95.5,   2.3,   2.3,"          $27,207,476.00","           1,712.2","              $15,890.36","          $28,379,800.00","           1,878.8","              $15,105.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
Central Berkshire: Wahconah Regional High,06350505,Public School,Dalton,MA,01226,"09,10,11,12",Central Berkshire,06350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     125,     143,     122,     150,       3,     543,       3,0.6,       0,0.0,      52,9.6, , ,     136,25.0,      97,17.9,1.3,0.6,2.0,93.4,0.0,0.0,2.8,46.4,53.6,     336,15.0,        549,44.9,97.8,     208,100.0,12.1,"      $9,712,824","  $69,081",    140.6,54.0,      53,  98.1,   0.0,  92.5,   7.5,   0.0,"          $27,207,476.00","           1,712.2","              $15,890.36","          $28,379,800.00","           1,878.8","              $15,105.28",158.0,92.4,1.3,1.3,0.0,5.1,0.0,     540,8.0,1.5,147.0,119.0,81.0,0.0,15.6,31.3,34.0,31.3,16.3,12.2,49.6,147.0,65.0,44.2,102.0,     160,64.0,24.0,9.0,4.0,1.0,17.0,42.0,57.0,31.0,13.0,36.9,63.1,119.0,525.0,520.0,69.0
