School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Boston: Mario Umana Academy,00350656,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Mason Elementary School,00350304,Public School,Roxbury,MA,02119,"PK,K,01,02,03,04,05",Boston,00350000,Public School District,      28,      31,      33,      29,      31,      32,      27,,,,,,,,0.0,     211,      47,  22.3,      22,  10.4,      47,  22.3, , , , ,  60.7,   0.5,  25.6,   9.0,   0.0,   0.5,   3.8,  47.9,  52.1,19.3,89.6,      79,81.0,  10.9 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Mather Elementary School,00350227,Public School,Dorchester,MA,02122,"PK,K,01,02,03,04,05",Boston,00350000,Public School District,      62,      70,      83,      87,      83,      92,      60,,,,,,,,0.0,     537,     260,  48.4,     183,  34.1,      77,  14.3, , , , ,  42.8,  34.1,  16.4,   3.2,   0.6,   0.4,   2.6,  52.9,  47.1,39.9,100.0,     204,100.0,  13.4 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Mattahunt Elementary School,00350016,Public School,Mattapan,MA,02126,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: McKay K-8 School,00350080,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,,      65,      73,     104,      98,      88,      88,      54,      58,      45,,,,,0.0,     673,     532,  79.0,     352,  52.3,      76,  11.3, , , , ,   2.7,   0.7,  89.6,   6.8,   0.0,   0.0,   0.1,  51.3,  48.7,43.2,100.0,     206,94.7,  15.6 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: McKinley Schools,00350363,Public School,Boston,MA,02116,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Boston,00350000,Public School District,,,       5,       5,      14,      13,      23,      33,      51,      45,      51,      74,      62,      44,10.0,     430,      72,  16.7,      29,   6.7,     421,  97.9, , , , ,  58.4,   0.2,  25.6,  13.0,   0.7,   0.0,   2.1,  80.0,  20.0,53.7,100.0,     240,98.3,   8.0 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",        75,26.7,38.7,0.0,1.3,33.3,0.0,     231,17.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
Boston: Mendell Elementary School,00350100,Public School,Roxbury,MA,02119,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      41,      22,      21,      22,      36,      21,      18,,,,,,,,0.0,     181,      37,  20.4,      21,  11.6,      24,  13.3, , , , ,  39.2,   0.6,  55.8,   1.7,   0.6,   0.0,   2.2,  55.2,  44.8,11.0,81.8,      45,88.9,  16.5 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Mildred Avenue K-8 School,00350378,Public School,Mattapan,MA,02126,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Mozart Elementary School,00350237,Public School,Roslindale,MA,02131,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      20,      21,      24,      24,      29,      17,      14,,,,,,,,0.0,     149,      27,  18.1,      10,   6.7,      37,  24.8, , , , ,  26.2,   5.4,  25.5,  40.3,   0.7,   0.0,   2.0,  53.0,  47.0,12.2,100.0,      47,100.0,  12.2 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Murphy K-8 School,00350240,Public School,Dorchester,MA,02122,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      35,      68,      71,      71,      82,     136,     161,     139,      61,      78,,,,,0.0,     902,     230,  25.5,      83,   9.2,     170,  18.8, , , , ,  29.3,  24.5,   9.9,  33.3,   1.0,   0.1,   2.0,  56.2,  43.8,69.0,92.8,     241,94.6,  13.1 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: New Mission High School,00350542,Public School,Hyde Park,MA,02136,"07,08,09,10,11,12",Boston,00350000,Public School District,,,,,,,,,,,      83,      48,      57,      64,0.0,     252,      43,  17.1,       3,   1.2,      51,  20.2, , , , ,  64.3,   2.0,  32.1,   0.8,   0.0,   0.0,   0.8,  43.3,  56.7,19.0,94.7,      67,91.0,  13.3 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",        66,84.8,7.6,0.0,3.0,4.5,0.0,     252,7.0,2.8,,,,,,,,,,,31.0,      38,24.0,7.0,0.0,0.0,0.0,30.0,7.0,0.0,1.0,0.0,97.4,2.6,49.0,409.0,411.0
Boston: O'Bryant School of Math & Science,00350575,Public School,Roxbury,MA,02120,"07,08,09,10,11,12",Boston,00350000,Public School District,,,,,,,,,     155,     155,     280,     276,     245,     197,0.0,"   1,308",     566,  43.3,      35,   2.7,      14,   1.1, , , , ,  41.1,  22.2,  23.5,  11.9,   0.3,   0.1,   0.9,  42.0,  58.0,67.4,100.0,     226,98.2,  19.4 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",       199,96.5,0.5,0.0,1.5,1.5,0.0,     998,10.0,1.0,,,,,,,,,,,175.0,     278,86.0,76.0,12.0,1.0,0.0,67.0,76.0,55.0,50.0,30.0,51.4,48.6,193.0,472.0,520.0
Boston: O'Donnell Elementary School,00350141,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      23,      43,      47,      41,      46,      28,      23,,,,,,,,0.0,     251,     139,  55.4,      74,  29.5,      25,  10.0, , , , ,   4.0,   5.6,  71.3,  18.3,   0.0,   0.0,   0.8,  54.6,  45.4,15.0,100.0,      70,100.0,  16.7 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Ohrenberger School,00350258,Public School,West Roxbury,MA,02132,"03,04,05,06,07,08",Boston,00350000,Public School District,      46,      51,      55,      78,      60,      77,      68,,,,,,,,0.0,     435,     165,  37.9,     104,  23.9,      76,  17.5, , , , ,  29.0,   4.6,  52.0,  11.3,   0.5,   0.2,   2.5,  51.5,  48.5,40.6,97.5,     220,95.5,  10.7 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Orchard Gardens K-8 School,00350257,Public School,Roxbury,MA,02119,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      22,      59,      63,      68,      70,      79,      75,      83,      72,      78,,,,,0.0,     669,     311,  46.5,     239,  35.7,     148,  22.1, , , , ,  34.5,   0.4,  61.0,   2.2,   0.4,   0.3,   1.0,  49.8,  50.2,55.1,96.6,     261,80.8,  12.1 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Otis Elementary School,00350156,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      26,      45,      50,      44,      40,      37,      37,,,,,,,,0.0,     279,     209,  74.9,     135,  48.4,      29,  10.4, , , , ,   3.9,   0.4,  73.1,  21.9,   0.0,   0.0,   0.7,  50.9,  49.1,24.0,100.0,      93,100.0,  11.6 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Perkins Elementary School,00350231,Public School,South Boston,MA,02127,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,,      37,      38,      32,      36,      40,      28,,,,,,,,0.0,     211,      57,  27.0,      33,  15.6,      41,  19.4, , , , ,  44.5,   5.7,  26.5,  18.5,   0.0,   0.0,   4.7,  50.2,  49.8,17.7,97.3,      99,89.9,  11.9 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Perry Elementary School,00350255,Public School,South Boston,MA,02127,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      21,      26,      31,      33,      28,      25,      25,      25,      26,,,,,,0.0,     240,      36,  15.0,      16,   6.7,      58,  24.2, , , , ,  15.8,   3.8,  17.5,  59.2,   1.3,   0.0,   2.5,  53.8,  46.3,17.1,100.0,      42,100.0,  14.1 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Philbrick Elementary School,00350172,Public School,Roslindale,MA,02131,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,,      22,      32,      28,      28,      24,      21,,,,,,,,0.0,     155,      26,  16.8,      13,   8.4,      43,  27.7, , , , ,  36.1,   1.3,  37.4,  23.2,   0.6,   0.0,   1.3,  59.4,  40.6,10.0,100.0,      42,100.0,  15.5 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Quincy Elementary School,00350286,Public School,Boston,MA,02111,"PK,K,01,02,03,04,05",Boston,00350000,Public School District,      37,     119,     121,     121,     112,     139,     142,,,,,,,,0.0,     791,     555,  70.2,     416,  52.6,     145,  18.3, , , , ,  10.5,  68.3,  11.6,   8.2,   0.0,   0.0,   1.4,  52.7,  47.3,53.7,100.0,     242,97.9,  14.7 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Quincy Upper School,00350565,Public School,Boston,MA,02116,"06,07,08,09,10,11,12",Boston,00350000,Public School District,,,,,,,,     143,      70,      78,      50,      51,      45,      51,0.0,     488,     275,  56.4,      57,  11.7,      75,  15.4, , , , ,  25.6,  55.9,  11.9,   4.9,   0.8,   0.0,   0.8,  55.1,  44.9,41.1,92.7,     124,95.2,  11.9 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",        50,96.0,0.0,0.0,0.0,4.0,0.0,     197,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,44.0,420.0,468.0
Boston: Roosevelt K-8 School,00350116,Public School,Hyde Park,MA,02136,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,,      40,      42,      44,      45,      48,      36,,,,,,,,0.0,     255,      39,  15.3,      23,   9.0,      40,  15.7, , , , ,  37.6,   0.8,  27.1,  31.8,   0.4,   0.0,   2.4,  54.5,  45.5,16.3,100.0,      68,100.0,  15.6 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Russell Elementary School,00350366,Public School,Dorchester,MA,02125,"PK,K,01,02,03,04,05",Boston,00350000,Public School District,      54,      48,      57,      58,      52,      50,      43,,,,,,,,0.0,     362,     216,  59.7,     158,  43.6,      57,  15.7, , , , ,  24.6,   8.6,  58.0,   5.2,   0.3,   0.6,   2.8,  48.6,  51.4,29.3,100.0,     150,99.3,  12.4 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Shaw Elementary School,00350014,Public School,Dorchester,MA,02124,"PK,K,01,02,03,04",Boston,00350000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Snowden International High School,00350690,Public School,Boston,MA,02116,"09,10,11,12",Boston,00350000,Public School District,,,,,,,,,,,     148,     115,      77,      74,0.0,     414,     162,  39.1,      15,   3.6,      61,  14.7, , , , ,  44.9,  11.6,  35.7,   6.3,   0.5,   0.0,   1.0,  44.7,  55.3,26.5,100.0,     102,93.1,  15.6 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",       104,58.7,11.5,0.0,2.9,24.0,2.9,     414,21.0,5.1,,,,,,,,,,,20.0,      30,10.0,10.0,0.0,0.0,0.0,15.0,12.0,2.0,1.0,0.0,90.0,10.0,51.0,402.0,411.0
Boston: Sumner Elementary School,00350052,Public School,Roslindale,MA,02131,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      45,      75,      89,      83,      81,      81,      67,,,,,,,,0.0,     521,     256,  49.1,     201,  38.6,     126,  24.2, , , , ,  23.6,   2.1,  64.1,   8.3,   0.0,   0.0,   1.9,  53.2,  46.8,39.4,100.0,     182,100.0,  13.2 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Taylor Elementary School,00350054,Public School,Mattapan,MA,02126,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      23,      69,      86,      78,      80,      80,      92,,,,,,,,0.0,     508,     201,  39.6,     151,  29.7,      64,  12.6, , , , ,  82.9,   1.8,  11.6,   1.0,   1.2,   0.2,   1.4,  51.4,  48.6,39.0,97.4,     160,96.9,  13.0 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: TechBoston Academy,00350657,Public School,Dorchester,MA,02124,"06,07,08,09,10,11,12",Boston,00350000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Tobin K-8 School,00350229,Public School,Roxbury,MA,02120,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,      12,      32,      48,      58,      59,      53,      43,      29,      29,      30,,,,,0.0,     393,     192,  48.9,     129,  32.8,      64,  16.3, , , , ,  26.2,   0.8,  69.2,   2.0,   0.0,   0.3,   1.5,  48.6,  51.4,32.1,100.0,     139,100.0,  12.3 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Trotter Elementary School,00350370,Public School,Dorchester,MA,02121,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,       3,      69,      68,      54,      67,      61,      55,,,,,,,,0.0,     377,      25,   6.6,      14,   3.7,      62,  16.4, , , , ,  75.1,   0.3,  19.9,   1.3,   1.3,   0.0,   2.1,  53.1,  46.9,32.0,100.0,     132,92.4,  11.8 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Tynan Elementary School,00350181,Public School,South Boston,MA,02127,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      20,      47,      65,      62,      51,      53,      39,,,,,,,,0.0,     337,      48,  14.2,      25,   7.4,      87,  25.8, , , , ,  40.9,   3.0,  22.8,  30.3,   1.5,   0.0,   1.5,  55.8,  44.2,26.5,100.0,     117,100.0,  12.7 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: UP Academy Holland,00350167,Public School,Dorchester,MA,02121,"PK,K,01,02,03,04,05",Boston,00350000,Public School District,      21,      81,     123,     129,      99,     113,      94,,,,,,,,0.0,     660,     254,  38.5,     212,  32.1,     147,  22.3, , , , ,  49.2,  16.2,  30.8,   1.5,   0.2,   0.6,   1.5,  51.4,  48.6,58.1,96.6,     247,98.0,  11.4 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Warren-Prescott K-8 School,00350346,Public School,Charlestown,MA,02129,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District,       4,      46,      48,      43,      53,      41,      49,      51,      41,      37,,,,,0.0,     413,      76,  18.4,      34,   8.2,      72,  17.4, , , , ,  13.8,   2.7,  26.9,  55.9,   0.0,   0.0,   0.7,  52.3,  47.7,31.1,100.0,     110,96.4,  13.3 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: West Zone Early Learning Center,00350006,Public School,Jamaica Plain,MA,02130,"PK,K,01",Boston,00350000,Public School District,      31,      34,      35,,,,,,,,,,,,0.0,     100,      23,  23.0,      11,  11.0,      21,  21.0, , , , ,  32.0,   8.0,  43.0,  15.0,   0.0,   0.0,   2.0,  53.0,  47.0,8.0,100.0,      40,100.0,  12.5 to 1,"    $332,743,573","  $76,108","  4,372.0","       $1,020,870,221.05","          56,320.1","              $18,126.21","       $1,111,006,733.05","          61,647.7","              $18,021.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
