School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Freetown-Lakeville: Freetown-Lakeville Middle School,06650305,Public School,Lakeville,MA,02347,"06,07,08",Freetown-Lakeville,06650000,Public School District,       0,       0,       0,       0,       0,       0,       0,     287,     283,     239,       0,       0,       0,       0,0.0,     809,       4,   0.5,       0,   0.0,     127,  15.7, , , , ,   0.5,   0.5,   1.2,  96.0,   0.1,   0.1,   1.5,  52.5,  47.5,58.8,98.3,     230,90.4,  13.8 to 1,"      $8,619,569","  $62,317",    138.3,"          $20,503,621.00","           1,919.6","              $10,681.03","          $20,583,904.00","           1,955.3","              $10,527.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freetown-Lakeville: George R Austin Intermediate School,06650015,Public School,Lakeville,MA,02347,"04,05",Freetown-Lakeville,06650000,Public School District,       0,       0,       0,       0,       0,       0,     289,       0,       0,       0,       0,       0,       0,       0,0.0,     289,       1,   0.3,       0,   0.0,      69,  23.9, , , , ,   0.7,   1.4,   2.4,  93.1,   0.0,   0.0,   2.4,  48.8,  51.2,21.2,97.0,      71,98.6,  13.6 to 1,"      $8,619,569","  $62,317",    138.3,"          $20,503,621.00","           1,919.6","              $10,681.03","          $20,583,904.00","           1,955.3","              $10,527.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontier: Frontier Regional,06700505,Public School,South Deerfield,MA,01373,"07,08,09,10,11,12",Frontier,06700000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     133,     110,     121,     101,     116,     113,7.0,     701,      14,   2.0,       5,   0.7,     147,  21.0, , , , ,   1.1,   2.0,   2.6,  91.9,   0.0,   0.0,   2.4,  48.8,  51.2,61.6,100.0,     302,99.7,  11.4 to 1,"      $3,672,714","  $59,616",     61.6,"           $9,961,634.00",             697.2,"              $14,288.06","          $11,593,426.00",             776.2,"              $14,936.13",       116,92.2,2.6,0.0,0.9,4.3,0.0,     451,8.0,1.8,,,,,,,,,,,108.0,42.0,38.9,57.0,      68,47.0,9.0,1.0,0.0,0.0,16.0,15.0,17.0,15.0,5.0,45.6,54.4,63.0,528.0,520.0
Gardner: Gardner Academy for Learning and Technology,01030515,Public School,Gardner,MA,01440,"09,10,11,12",Gardner,01030000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $12,389,667","  $68,187",    181.7,"          $28,811,261.52","           2,665.7","              $10,808.26","          $32,122,684.07","           2,855.4","              $11,249.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardner: Gardner Elementary School,01030001,Public School,Gardner,MA,01440,"PK,K,01,02,03,04",Gardner,01030000,Public School District,       0,       0,       0,       0,      94,     188,     199,       0,       0,       0,       0,       0,       0,       0,0.0,     481,      31,   6.4,      22,   4.6,     115,  23.9, , , , ,   4.0,   2.7,   9.8,  81.5,   0.6,   0.0,   1.5,  55.7,  44.3,35.3,100.0,     214,100.0,  13.6 to 1,"     $12,389,667","  $68,187",    181.7,"          $28,811,261.52","           2,665.7","              $10,808.26","          $32,122,684.07","           2,855.4","              $11,249.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardner: Gardner High,01030505,Public School,Gardner,MA,01440,"08,09,10,11,12",Gardner,01030000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     248,     228,     186,     225,6.0,     893,      59,   6.6,      22,   2.5,      99,  11.1, , , , ,   3.0,   1.6,   8.5,  85.0,   0.4,   0.0,   1.5,  52.3,  47.7,57.4,93.4,     216,86.6,  15.6 to 1,"     $12,389,667","  $68,187",    181.7,"          $28,811,261.52","           2,665.7","              $10,808.26","          $32,122,684.07","           2,855.4","              $11,249.92",       271,68.6,6.6,0.0,7.0,17.3,0.4,     887,45.0,5.1,,,,,,,,,,,203.0,170.0,83.7,64.0,     115,36.0,12.0,10.0,5.0,1.0,12.0,30.0,29.0,27.0,17.0,36.5,63.5,131.0,512.0,512.0
Gardner: Gardner Middle School,01030405,Public School,Gardner,MA,01440,"05,06,07",Gardner,01030000,Public School District,       0,       0,       0,       0,       0,       0,       0,     210,     179,     230,       0,       0,       0,       0,0.0,     619,      36,   5.8,      18,   2.9,     115,  18.6, , , , ,   3.9,   2.4,   9.7,  81.9,   0.8,   0.0,   1.3,  49.1,  50.9,44.0,100.0,     205,100.0,  14.1 to 1,"     $12,389,667","  $68,187",    181.7,"          $28,811,261.52","           2,665.7","              $10,808.26","          $32,122,684.07","           2,855.4","              $11,249.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway: Chester Elementary,06720059,Public School,Chester,MA,01011,"PK,K,01,02,03,04,05",Gateway,06720000,Public School District,      11,      18,      10,      13,       5,      16,       0,       0,       0,       0,       0,       0,       0,       0,0.0,      73,       0,   0.0,       0,   0.0,       9,  12.3, , , , ,   0.0,   1.4,   0.0,  98.6,   0.0,   0.0,   0.0,  52.1,  47.9,7.3,100.0,      24,95.8,  10.0 to 1,"      $5,055,521","  $50,107",    100.9,"          $16,405,180.53","           1,223.2","              $13,411.91","          $18,041,114.53","           1,325.5","              $13,611.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway: Gateway Regional High,06720505,Public School,Huntington,MA,01050,"09,10,11,12",Gateway,06720000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      90,      73,      94,      83,3.0,     343,       4,   1.2,       0,   0.0,      42,  12.2, , , , ,   0.0,   0.0,   1.7,  95.6,   0.3,   0.0,   2.3,  51.0,  49.0,25.3,100.0,      67,100.0,  13.6 to 1,"      $5,055,521","  $50,107",    100.9,"          $16,405,180.53","           1,223.2","              $13,411.91","          $18,041,114.53","           1,325.5","              $13,611.00",        99,78.8,7.1,0.0,2.0,12.1,0.0,     340,8.0,2.4,,,,,,,,,,,82.0,8.0,9.8,11.0,      14,8.0,3.0,0.0,0.0,0.0,1.0,6.0,4.0,1.0,2.0,50.0,50.0,44.0,503.0,503.0
Gateway: Gateway Regional Middle School,06720405,Public School,Huntington,MA,01050,"06,07,08",Gateway,06720000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $5,055,521","  $50,107",    100.9,"          $16,405,180.53","           1,223.2","              $13,411.91","          $18,041,114.53","           1,325.5","              $13,611.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway: Littleville Elementary School,06720143,Public School,Huntington,MA,01050,"PK,K,01,02,03,04,05",Gateway,06720000,Public School District,      19,      31,      41,      32,      32,      28,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     183,       2,   1.1,       2,   1.1,      27,  14.8, , , , ,   0.0,   0.5,   6.0,  91.8,   0.0,   0.0,   1.6,  44.8,  55.2,16.9,100.0,      63,98.4,  10.8 to 1,"      $5,055,521","  $50,107",    100.9,"          $16,405,180.53","           1,223.2","              $13,411.91","          $18,041,114.53","           1,325.5","              $13,611.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown: Georgetown High School,01050505,Public School,Georgetown,MA,01833,"09,10,11,12",Georgetown,01050000,Public School District,       0,       0,       0,       0,       0,       0,       0,     130,     136,     117,     129,     104,     110,      97,0.0,     823,       6,   0.7,       0,   0.0,     110,  13.4, , , , ,   0.5,   1.0,   3.8,  93.1,   0.1,   0.6,   1.0,  48.8,  51.2,58.3,93.0,     223,90.6,  14.1 to 1,"      $6,331,949","  $60,121",    105.3,"          $13,539,692.08","           1,693.5","               $7,995.19","          $14,982,122.58","           1,743.2","               $8,594.71",        99,97.0,2.0,0.0,0.0,1.0,0.0,     440,0.0,0.0,,,,,,,,,,,98.0,98.0,100.0,42.0,      76,18.0,16.0,6.0,2.0,0.0,0.0,1.0,13.0,29.0,33.0,1.3,98.7,66.0,570.0,585.0
Georgetown: Georgetown Middle School,01050305,Public School,Georgetown,MA,01833,"07,08",Georgetown,01050000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $6,331,949","  $60,121",    105.3,"          $13,539,692.08","           1,693.5","               $7,995.19","          $14,982,122.58","           1,743.2","               $8,594.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown: Penn Brook,01050010,Public School,Georgetown,MA,01833,"K,01,02,03,04,05,06",Georgetown,01050000,Public School District,       0,       0,       0,     115,     154,     126,     129,       0,       0,       0,       0,       0,       0,       0,0.0,     524,       0,   0.0,       0,   0.0,      63,  12.0, , , , ,   0.4,   0.6,   1.3,  96.6,   0.0,   0.0,   1.1,  53.1,  46.9,30.5,93.4,     139,89.2,  17.2 to 1,"      $6,331,949","  $60,121",    105.3,"          $13,539,692.08","           1,693.5","               $7,995.19","          $14,982,122.58","           1,743.2","               $8,594.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown: Perley Elementary,01050005,Public School,Georgetown,MA,01833,PK,Georgetown,01050000,Public School District,     100,     118,     136,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     354,       0,   0.0,       0,   0.0,      38,  10.7, , , , ,   0.3,   0.6,   1.1,  96.3,   0.0,   0.0,   1.7,  56.2,  43.8,16.5,100.0,      79,100.0,  21.5 to 1,"      $6,331,949","  $60,121",    105.3,"          $13,539,692.08","           1,693.5","               $7,995.19","          $14,982,122.58","           1,743.2","               $8,594.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gill-Montague: Gill Elementary,06740005,Public School,Gill,MA,01354,"K,01,02,03,04,05,06",Gill-Montague,06740000,Public School District,       0,      27,      19,      16,      19,      20,      16,      16,       0,       0,       0,       0,       0,       0,0.0,     133,       3,   2.3,       3,   2.3,      17,  12.8, , , , ,   0.0,   0.0,   2.3,  97.7,   0.0,   0.0,   0.0,  45.1,  54.9,10.6,100.0,      68,92.6,  12.5 to 1,"      $5,212,191","  $57,215",     91.1,"          $16,578,227.44","           1,094.8","              $15,142.42","          $18,964,655.89","           1,313.1","              $14,442.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gill-Montague: Great Falls Middle,06740310,Public School,Montague,MA,01351,"06,07,08",Gill-Montague,06740000,Public School District,       0,       0,       0,       0,       0,       0,       0,      82,      79,     106,       0,       0,       0,       0,0.0,     267,      12,   4.5,       4,   1.5,      57,  21.3, , , , ,   1.1,   1.5,   4.9,  89.9,   0.4,   0.4,   1.9,  50.2,  49.8,21.8,95.4,      91,89.0,  12.3 to 1,"      $5,212,191","  $57,215",     91.1,"          $16,578,227.44","           1,094.8","              $15,142.42","          $18,964,655.89","           1,313.1","              $14,442.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gill-Montague: Hillcrest Elementary School,06740015,Public School,Turners Falls,MA,01376,"PK,K,01",Gill-Montague,06740000,Public School District,      39,      61,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     100,       3,   3.0,       3,   3.0,      21,  21.0, , , , ,   0.0,   4.0,   7.0,  84.0,   0.0,   0.0,   5.0,  58.0,  42.0,6.8,100.0,      36,100.0,  14.8 to 1,"      $5,212,191","  $57,215",     91.1,"          $16,578,227.44","           1,094.8","              $15,142.42","          $18,964,655.89","           1,313.1","              $14,442.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gill-Montague: Sheffield Elementary School,06740050,Public School,Turners Falls,MA,01376,"02,03,04,05",Gill-Montague,06740000,Public School District,       0,       0,      59,      49,      54,      62,      40,       0,       0,       0,       0,       0,       0,       0,0.0,     264,      15,   5.7,      13,   4.9,      45,  17.0, , , , ,   1.9,   1.5,   6.4,  86.7,   0.0,   0.0,   3.4,  49.2,  50.8,22.1,97.7,     119,100.0,  12.0 to 1,"      $5,212,191","  $57,215",     91.1,"          $16,578,227.44","           1,094.8","              $15,142.42","          $18,964,655.89","           1,313.1","              $14,442.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gill-Montague: Turners Fall High,06740505,Public School,Montague,MA,01351,"09,10,11,12",Gill-Montague,06740000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      82,      70,      81,      85,0.0,     318,      12,   3.8,       3,   0.9,      59,  18.6, , , , ,   2.5,   0.6,   4.1,  89.6,   0.3,   0.6,   2.2,  51.6,  48.4,29.9,96.7,      72,98.6,  10.6 to 1,"      $5,212,191","  $57,215",     91.1,"          $16,578,227.44","           1,094.8","              $15,142.42","          $18,964,655.89","           1,313.1","              $14,442.44",       102,68.6,6.9,0.0,14.7,9.8,0.0,     318,11.0,3.5,,,,,,,,,,,80.0,80.0,100.0,23.0,      28,19.0,3.0,1.0,0.0,0.0,1.0,3.0,5.0,9.0,10.0,14.3,85.7,40.0,495.0,486.0
Global Learning Charter Public (District): Global Learning Charter Public School,04960305,Charter School,New Bedford,MA,02746,"05,06,07,08,09,10,11,12",Global Learning Charter Public (District),04960000,Charter District,       0,       0,       0,       0,       0,       0,      82,     119,      73,      73,      31,      17,      15,      19,0.0,     429,      47,  11.0,       1,   0.2,      46,  10.7, , , , ,  13.5,   1.2,  20.7,  61.5,   0.2,   0.0,   2.8,  46.2,  53.8,29.3,82.9,      59,98.3,  14.6 to 1,,,,,,,,,,        22,81.8,0.0,0.0,0.0,18.2,0.0,      82,3.0,3.7,,,,,,,,,,,18.0,18.0,100.0,,,,,,,,,,,,,,,6.0,,
Gloucester: Beeman Memorial,01070010,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District,       0,      36,      38,      60,      35,      60,      76,       0,       0,       0,       0,       0,       0,       0,0.0,     305,      26,   8.5,      22,   7.2,      51,  16.7, , , , ,   2.3,   1.3,   5.2,  85.2,   0.7,   4.3,   1.0,  51.8,  48.2,26.3,96.2,      83,100.0,  11.6 to 1,"     $16,840,639","  $67,166",    250.7,"          $42,516,413.35","           3,396.1","              $12,519.22","          $47,476,476.69","           3,677.7","              $12,909.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester: East Gloucester Elementary,01070020,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District,       0,      49,      37,      52,      46,      41,      46,       0,       0,       0,       0,       0,       0,       0,0.0,     271,       9,   3.3,       5,   1.8,      38,  14.0, , , , ,   0.0,   1.8,   1.5,  94.1,   0.0,   0.7,   1.8,  51.3,  48.7,18.6,100.0,      67,100.0,  14.6 to 1,"     $16,840,639","  $67,166",    250.7,"          $42,516,413.35","           3,396.1","              $12,519.22","          $47,476,476.69","           3,677.7","              $12,909.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester: Gloucester High,01070505,Public School,Gloucester,MA,01930,"09,10,11,12",Gloucester,01070000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     290,     299,     260,     258,0.0,"   1,107",      21,   1.9,       8,   0.7,     211,  19.1, , , , ,   1.4,   0.8,   2.1,  95.4,   0.0,   0.1,   0.2,  51.8,  48.2,86.0,95.3,     300,91.3,  12.9 to 1,"     $16,840,639","  $67,166",    250.7,"          $42,516,413.35","           3,396.1","              $12,519.22","          $47,476,476.69","           3,677.7","              $12,909.32",       307,81.8,9.4,0.3,2.3,6.2,0.0,"   1,107",29.0,2.6,,,,,,,,,,,260.0,9.0,3.5,93.0,     158,51.0,25.0,13.0,3.0,1.0,31.0,36.0,34.0,40.0,17.0,42.4,57.6,153.0,504.0,498.0
Gloucester: Gloucester PreSchool,01070025,Public School,Gloucester,MA,01930,PK,Gloucester,01070000,Public School District,      74,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,      74,       0,   0.0,       0,   0.0,      35,  47.3, , , , ,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  60.8,  39.2,3.0,100.0,      15,100.0,  24.7 to 1,"     $16,840,639","  $67,166",    250.7,"          $42,516,413.35","           3,396.1","              $12,519.22","          $47,476,476.69","           3,677.7","              $12,909.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester: Plum Cove School,01070042,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District,       0,      31,      34,      40,      32,      22,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     159,       2,   1.3,       1,   0.6,      28,  17.6, , , , ,   0.6,   0.6,   0.6,  95.0,   1.3,   1.3,   0.6,  44.7,  55.3,12.4,100.0,      47,100.0,  12.8 to 1,"     $16,840,639","  $67,166",    250.7,"          $42,516,413.35","           3,396.1","              $12,519.22","          $47,476,476.69","           3,677.7","              $12,909.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester: Ralph B O'Maley Middle,01070305,Public School,Gloucester,MA,01930,"06,07,08",Gloucester,01070000,Public School District,       0,       0,       0,       0,       0,       0,       0,     248,     278,     255,       0,       0,       0,       0,0.0,     781,      28,   3.6,      16,   2.0,     151,  19.3, , , , ,   1.4,   1.0,   3.3,  94.0,   0.3,   0.0,   0.0,  51.6,  48.4,55.0,96.4,     155,97.4,  14.2 to 1,"     $16,840,639","  $67,166",    250.7,"          $42,516,413.35","           3,396.1","              $12,519.22","          $47,476,476.69","           3,677.7","              $12,909.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester: Veterans Memorial,01070045,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District,       0,      44,      36,      48,      47,      42,      62,       0,       0,       0,       0,       0,       0,       0,0.0,     279,      29,  10.4,      14,   5.0,      72,  25.8, , , , ,   0.4,   1.8,   8.2,  87.8,   0.4,   0.7,   0.7,  51.6,  48.4,21.7,100.0,      74,100.0,  12.9 to 1,"     $16,840,639","  $67,166",    250.7,"          $42,516,413.35","           3,396.1","              $12,519.22","          $47,476,476.69","           3,677.7","              $12,909.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester: West Parish,01070050,Public School,Gloucester,MA,01930,"K,01,02,03,04,05",Gloucester,01070000,Public School District,       0,      68,      55,      67,      89,      67,      76,       0,       0,       0,       0,       0,       0,       0,0.0,     422,       9,   2.1,       6,   1.4,      81,  19.2, , , , ,   1.7,   0.9,   2.4,  92.4,   0.7,   0.0,   1.9,  47.9,  52.1,27.7,96.4,     102,100.0,  15.2 to 1,"     $16,840,639","  $67,166",    250.7,"          $42,516,413.35","           3,396.1","              $12,519.22","          $47,476,476.69","           3,677.7","              $12,909.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
